cbsa_code,cbsa_name,year,topmetro,metrosize,Employment at firms 0-5 years old,Jobs,Real GDP,Average Annual Wage,Output per Job,Output per Person,Employment-to-Population Ratio,Median Earnings,Relative Income Poverty Rate
12940,"Baton Rouge, LA Metropolitan Statistical Area",2016,1,Large,32541,409603.41,52985511936,51190.543,129358.09,61846.727,0.690090954,33471.55859,0.278047413
12940,"Baton Rouge, LA Metropolitan Statistical Area",2017,1,Large,32975,409995.22,53929816064,51214.594,131537.67,63127.859,0.696634829,33791.91406,0.287039101
12940,"Baton Rouge, LA Metropolitan Statistical Area",2018,1,Large,35212,413456.53,55184515072,52114.891,133471.14,64579.094,0.713377774,35545.01172,0.263362616
12940,"Baton Rouge, LA Metropolitan Statistical Area",2019,1,Large,36724,412826.06,56129167360,52512.313,135963.23,65657.055,0.700150311,34989.61719,0.280762523
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2009,1,Midsized,16943,161159.39,24426563584,49655.383,151567.73,63093.93,0.663124859,32527.43945,0.265063494
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2010,1,Midsized,13416,160632.69,26123972608,49830.957,162631.73,67113.438,0.613449335,27425.7793,0.270899266
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2011,1,Midsized,13652,162490.13,28490311680,50890.945,175335.64,72882.953,0.623154283,28338.83398,0.272500873
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2012,1,Midsized,16331,162803.36,29629263872,52073.18,181994.19,76047.742,0.626197577,30854.52148,0.281815201
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2013,1,Midsized,12909,159900.89,29413453824,51373.738,183948.02,75188.727,0.620581508,31141.00781,0.264303386
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2014,1,Midsized,13943,164686.61,31233470464,53247.711,189653.98,79748.227,0.632925451,31408.50195,0.278627485
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2015,1,Midsized,14280,165770.28,31638040576,55244.598,190854.72,80131.805,0.629935801,35874.07031,0.287662536
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2016,1,Midsized,13812,163474.44,28431071232,55159.289,173917.55,71698.047,0.649756134,33550.57031,0.270367503
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2017,1,Midsized,13976,162797.56,31016306688,55762.801,190520.7,77905.164,0.645824373,33523.49219,0.253177613
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2018,1,Midsized,14944,164574.28,32277559296,55699.406,196127.59,81961.227,0.642132878,31380.63867,0.267082423
13140,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",2019,1,Midsized,13408,164806.06,32197804032,55659.461,195367.83,82019.453,0.668820679,35020.48438,0.2561827
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",2009,1,Very Large,44960,475772.19,57601310720,50085.82,121069.11,54447.496,0.68851769,34450.91016,0.25056687
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",2010,1,Very Large,39679,469046.09,57549832192,49756.086,122695.48,54204.492,0.663102806,34445.61719,0.277059764
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",2011,1,Very Large,37261,468653.06,58899296256,49906.059,125677.82,55354.922,0.656518757,33988.47266,0.274329633
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",2012,1,Very Large,35604,479492.41,60302749696,50551.672,125763.72,56486.363,0.674229741,33116.33594,0.275573999
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",2013,1,Very Large,34415,484334.63,59923554304,50073.762,123723.46,55852.887,0.673497736,33876.125,0.274377644
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",2014,1,Very Large,34251,488005.25,60442001408,50692.887,123855.23,56168.324,0.672622859,31943.36719,0.258247197
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",2015,1,Very Large,38717,492858.31,61263974400,52107.223,124303.42,56738.934,0.697970867,33975.14844,0.269840062
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",2016,1,Very Large,42127,496414.78,61765926912,51932.867,124424.02,57038.727,0.694321096,33627.92969,0.273581356
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",2017,1,Very Large,38067,501667.5,62727622656,52695.445,125038.24,57780.727,0.684741616,35954.18359,0.262529671
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",2018,1,Very Large,37753,508545.47,64729153536,53442.805,127282.92,59495.512,0.678087175,35531.05469,0.270477712
13820,"Birmingham-Hoover, AL Metropolitan Statistical Area",2019,1,Very Large,39933,513957.56,65308819456,53767.309,127070.45,59892.445,0.714496017,36100.1875,0.241770297
14260,"Boise City, ID Metropolitan Statistical Area",2009,1,Large,32466,263579,27402213376,43124.055,103962.05,44823.121,0.686544001,29076.9043,0.268539131
14260,"Boise City, ID Metropolitan Statistical Area",2010,1,Large,31737,261560.81,27895912448,43251.242,106651.73,45148.809,0.696913362,28498.5332,0.277556688
14260,"Boise City, ID Metropolitan Statistical Area",2011,1,Large,30357,263735.22,27860234240,42855.879,105637.13,44386.754,0.693542778,28696.93555,0.284006089
14260,"Boise City, ID Metropolitan Statistical Area",2012,1,Large,26179,270008.25,28012810240,42488.355,103747.98,43946.832,0.719078064,27574.01758,0.278289348
14260,"Boise City, ID Metropolitan Statistical Area",2013,1,Large,26889,279197.41,29162885120,42984.969,104452.57,44919.605,0.71272254,27093.89648,0.278089702
14260,"Boise City, ID Metropolitan Statistical Area",2014,1,Large,27817,286010,30475872256,44143.02,106555.27,45992.707,0.707819939,29037.3418,0.271274626
14260,"Boise City, ID Metropolitan Statistical Area",2015,1,Large,29315,295546.41,31272497152,44601.188,105812.48,46354.348,0.730180502,29403.75195,0.283356845
14260,"Boise City, ID Metropolitan Statistical Area",2016,1,Large,30742,307260.53,33058256896,44994.855,107590.31,47821.457,0.745078146,31494.66406,0.261840641
14260,"Boise City, ID Metropolitan Statistical Area",2017,1,Large,32418,317869.19,34600280064,46416.141,108850.69,48754.621,0.732172787,30932.07031,0.262094021
14260,"Boise City, ID Metropolitan Statistical Area",2018,1,Large,35128,333132.22,36767170560,47160.328,110368.1,50441.234,0.749183953,32687.76758,0.273102671
14260,"Boise City, ID Metropolitan Statistical Area",2019,1,Large,39689,345348.84,37240819712,47792.797,107835.37,49707.316,0.759545982,33815.88281,0.258450985
14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",2009,1,Very Large,NA,2423859.5,381000000000,68889.898,157016.61,84066.211,0.74370873,43700.86328,0.286791444
14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",2010,1,Very Large,NA,2438899,393000000000,69735.063,161009.67,85995.711,0.732604921,43126.07813,0.287980348
14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",2011,1,Very Large,199651,2469481.8,402000000000,70224.32,162706,87162.219,0.733799636,42603.5,0.289368153
14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",2012,1,Very Large,198681,2539947.8,408000000000,69940.617,160563.55,87579.703,0.741264701,42064.20703,0.283352613
14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",2013,1,Very Large,198682,2562160,407000000000,70210.078,158742.97,86484.266,0.748135448,43538.41016,0.286012292
14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",2014,1,Very Large,211394,2615340.5,416000000000,71927.648,159113.47,87664.195,0.752773702,42687.59375,0.281641185
14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",2015,1,Very Large,221760,2671901.5,450000000000,74804.023,168497.17,94218.453,0.7644943,42628.17188,0.279003292
14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",2016,1,Very Large,234804,2723555.8,446000000000,74910.469,163635.44,92673.023,0.76922977,44097.08984,0.286333054
14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",2017,1,Very Large,226761,2761956,459000000000,76418.961,166057.42,94726.328,0.77536124,46681.91406,0.288513839
14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",2018,1,Very Large,235743,2797990.5,475000000000,77918.234,169741.08,97732.359,0.774139464,46258.375,0.277323931
14460,"Boston-Cambridge-Newton, MA-NH Metropolitan Statistical Area",2019,1,Very Large,248310,2844307.5,479000000000,79712.406,168577.91,98396.375,0.792728364,50161.66016,0.27799499
14500,"Boulder, CO Metropolitan Statistical Area",2009,1,Midsized,18200,158436.97,21385693184,59356.055,134979.19,72941.414,0.72623837,32878.86719,0.32762593
14500,"Boulder, CO Metropolitan Statistical Area",2010,1,Midsized,16354,157835.7,21993523200,60353.98,139344.41,74544.969,0.723347306,32001.82227,0.308631688
14500,"Boulder, CO Metropolitan Statistical Area",2011,1,Midsized,16978,162005.14,22132295680,59890.465,136614.78,73784.898,0.736504734,33955.83203,0.299171388
14500,"Boulder, CO Metropolitan Statistical Area",2012,1,Midsized,16938,167170.78,23243038720,60410.082,139037.69,76314.273,0.756857157,34971.85547,0.308318377
14500,"Boulder, CO Metropolitan Statistical Area",2013,1,Midsized,18448,171023.92,23757443072,60743.613,138912.98,76804.641,0.741478264,35549.98828,0.327231109
14500,"Boulder, CO Metropolitan Statistical Area",2014,1,Midsized,19257,175353.48,24396529664,61886.293,139127.7,78135.648,0.756897926,35530.67188,0.305693001
14500,"Boulder, CO Metropolitan Statistical Area",2015,1,Midsized,21193,178385.91,25251561472,63848.992,141555.81,79400.688,0.746655285,36065.55469,0.298124969
14500,"Boulder, CO Metropolitan Statistical Area",2016,1,Midsized,21577,185461.02,25757642752,63257.477,138884.41,80179.43,0.742328286,36342.49609,0.299132407
14500,"Boulder, CO Metropolitan Statistical Area",2017,1,Midsized,21273,189111.56,26913413120,64824.047,142315,83467.719,0.77836763899999994,40031.39844,0.304987341
14500,"Boulder, CO Metropolitan Statistical Area",2018,1,Midsized,21978,193151.53,28078469120,66215.32,145370.16,86492.164,0.76639837,41044.91016,0.280218452
14500,"Boulder, CO Metropolitan Statistical Area",2019,1,Midsized,21736,198442,28837654528,70998.188,145320.31,88405.914,0.783531368,39780.6875,0.30203867
14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",2009,1,Midsized,7624,95674.648,12437765120,50752.223,130000.64,49991.016,0.684188485,34583.69531,0.249342561
14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",2010,1,Midsized,7289,94400.953,12439858176,51308.418,131776.83,49427.086,0.695774913,35842.14844,0.27333003299999997
14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",2011,1,Midsized,7054,94100.148,12307572736,50890.762,130792.28,48398.418,0.697343767,36053.01953,0.277509779
14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",2012,1,Midsized,7023,94914.32,12174376960,49998.602,128267.02,47866.734,0.658040047,39739.00781,0.245725602
14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",2013,1,Midsized,6847,93735.961,11910154240,49666.125,127060.67,47187.43,0.732252657,34971.29688,0.254446566
14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",2014,1,Midsized,6863,95921.055,12152557568,49987.586,126693.33,47960.461,0.697347879,37534.46875,0.286768049
14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",2015,1,Midsized,7833,98626.508,12543506432,51381.594,127181.9,48387.184,0.703413844,32880.19141,0.243432909
14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",2016,1,Midsized,7318,100646.47,12837626880,52205.426,127551.69,48785.93,0.71285969,36881.09375,0.241623789
14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",2017,1,Midsized,7373,101298.67,13111363584,53160.137,129432.73,49237.344,0.743318796,41593.80078,0.223578095
14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",2018,1,Midsized,7426,104169.27,13420357632,53962.738,128832.21,49838.672,0.74575305,37096.28906,0.248443067
14740,"Bremerton-Silverdale-Port Orchard, WA Metropolitan Statistical Area",2019,1,Midsized,7872,106250.41,13389352960,54721.156,126016.95,49321.121,0.766012251,40189.77344,0.206165195
14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",2009,1,Large,37679,412861.19,104000000000,88233.086,251783.48,114179.74,0.726783097,44175.125,0.289710224
14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",2010,1,Large,33696,410192.59,102000000000,90516.844,248648.44,110940.55,0.714490175,43597.50781,0.289806008
14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",2011,1,Large,34840,415426.41,102000000000,91130.953,244584.77,109490.27,0.724971354,45470.19141,0.279620558
14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",2012,1,Large,35484,420209.19,98619678720,89911.508,234691.88,105464.43,0.727182746,44154.50781,0.284871608
14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",2013,1,Large,38134,426109.03,96578797568,87632.617,226652.77,102751.7,0.736090124,43563.15625,0.287423372
14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",2014,1,Large,40176,431480.78,95422455808,87833.656,221151.13,101062.13,0.733442366,42795.25781,0.278184801
14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",2015,1,Large,39894,435789.03,98730000384,89324.586,226554.59,104482.5,0.750289261,44735.28125,0.295393109
14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",2016,1,Large,41953,435954.34,96507011072,88743.766,221369.52,102194.44,0.752894878,42268.6875,0.27373594
14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",2017,1,Large,41492,432850.88,94420803584,86425.281,218137.03,100124.07,0.745223701,43838.69141,0.285478115
14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",2018,1,Large,39626,433848.28,95695192064,85816,220572.94,101375.14,0.754995584,45138.58594,0.292014092
14860,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",2019,1,Large,38196,430929.59,96494313472,87355.031,223921.3,102290.94,0.759203553,48211.06641,0.295250267
15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",2009,1,Midsized,13775,127282.8,9737208832,33374.633,76500.594,24324.596,0.609743118,22762.18555,0.233975902
15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",2010,1,Midsized,12963,129024.5,10339536896,33442.496,80136.227,25365.004,0.599534571,21785.95508,0.236163765
15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",2011,1,Midsized,13074,130235.18,10413696000,33200.41,79960.703,25202.496,0.590521276,23189.67773,0.234693035
15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",2012,1,Midsized,12673,134107.66,10528076800,32880.879,78504.672,25315.361,0.600795984,22679.98633,0.238592505
15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",2013,1,Midsized,12866,136271.16,10621977600,32539.389,77947.367,25450.578,0.574948847,23304.29492,0.224019751
15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",2014,1,Midsized,13115,138395.17,10709818368,32923.738,77385.781,25560.119,0.616434097,23248.62109,0.224653572
15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",2015,1,Midsized,12979,140516.31,10862887936,33538.645,77306.961,25897.934,0.62941587,21298.51758,0.201443255
15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",2016,1,Midsized,12804,142732.03,10852997120,33565.137,76037.57,25757.678,0.628450274,23280.4082,0.205641359
15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",2017,1,Midsized,11407,143039.09,10767409152,33303.402,75275.984,25501.471,0.648144484,23581.20313,0.212008387
15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",2018,1,Midsized,11873,143181.14,10840981504,33900.707,75715.148,25681.07,0.664492607,22743.0625,0.20740363
15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",2019,1,Midsized,11442,145391,10894700544,34470.934,74933.813,25745.873,0.673293173,24865.55273,0.23613672
15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",2009,1,Very Large,45276,532136.69,59769913344,45164.727,112320.6,52643.23,0.7071895,33459.89063,0.285913289
15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",2010,1,Very Large,43307,533310.44,61218164736,45353.035,114788.99,53906.93,0.694099188,32077.84375,0.281138033
15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",2011,1,Very Large,43028,537448.5,60773404672,45393.773,113077.63,53518.348,0.688125014,32953.42188,0.286100537
15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",2012,1,Very Large,37050,539422.63,62718398464,45433.754,116269.5,55277.055,0.707769454,32984.70313,0.287604332
15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",2013,1,Very Large,36486,540474.13,63018778624,45539.43,116599.07,55524.426,0.699751616,33449.26953,0.285249978
15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",2014,1,Very Large,39139,543833.56,64583204864,46348.711,118755.46,56898.492,0.717714012,32029.49609,0.272755474
15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",2015,1,Very Large,39405,548323.25,65838780416,47802.125,120072.93,58110.031,0.721693158,35029.58594,0.282019049
15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",2016,1,Very Large,39659,552904.56,66527322112,48225.012,120323.34,58861.652,0.722024143,35933.85156,0.279974788
15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",2017,1,Very Large,38058,552251.31,67569938432,49095.551,122353.61,59802.648,0.743231058,35497.30078,0.25738135
15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",2018,1,Very Large,37606,555551.69,69049458688,49558.988,124289.9,61117.781,0.743136108,36564.625,0.274957538
15380,"Buffalo-Cheektowaga, NY Metropolitan Statistical Area",2019,1,Very Large,40814,556924.25,68959797248,50454.582,123822.58,61135.492,0.749494076,38068.59766,0.254408181
