year,cbsa_code,cbsa_name,indicator,value,score,topmetro,metrosize,overallrank,sizerank
2009-2019,19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.12889643,0.43065503,1,Very Large,22,11
2009-2019,19760,"DeRidder, LA Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.008000022,,0,,,
2009-2019,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.1155467,0.19342597,1,Large,33,6
2009-2019,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.067605697,-0.65850115,1,Very Large,110,39
2009-2019,19860,"Dickinson, ND Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.49996239,,0,,,
2009-2019,19940,"Dixon, IL Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.13331115,,0,,,
2009-2019,19980,"Dodge City, KS Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.17304178,,0,,,
2009-2019,20020,"Dothan, AL Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.082835399,,0,,,
2009-2019,20060,"Douglas, GA Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.072845787,,0,,,
2009-2019,20100,"Dover, DE Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.033120204,,0,,,
2009-2019,20140,"Dublin, GA Micropolitan Statistical Area",Percent Change in Average Annual Wage,1.0997354,,0,,,
2009-2019,20140,"Dublin, GA Micropolitan Statistical Area ",Percent Change in Average Annual Wage,1.0997354,,0,,,
2009-2019,20180,"DuBois, PA Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.095747739,,0,,,
2009-2019,20220,"Dubuque, IA Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.14081413,,0,,,
2009-2019,20260,"Duluth, MN-WI Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.13282467,0.50046122,1,Midsized,19,8
2009-2019,20300,"Dumas, TX Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.21485616,,0,,,
2009-2019,20340,"Duncan, OK Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.072766393,,0,,,
2009-2019,20420,"Durango, CO Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.063653208,,0,,,
2009-2019,20460,"Durant, OK Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.11263663,,0,,,
2009-2019,20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.037236556,-1.1981707,1,Large,157,44
2009-2019,20540,"Dyersburg, TN Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.10439418,,0,,,
2009-2019,20580,"Eagle Pass, TX Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.11152167,,0,,,
2009-2019,20660,"Easton, MD Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.032714687,,0,,,
2009-2019,20700,"East Stroudsburg, PA Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.013448639,,0,,,
2009-2019,20740,"Eau Claire, WI Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.1397253,,0,,,
2009-2019,20780,"Edwards, CO Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.054556791,,0,,,
2009-2019,20820,"Effingham, IL Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.066947162,,0,,,
2009-2019,20900,"El Campo, TX Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.15006688,,0,,,
2009-2019,20940,"El Centro, CA Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.036726102,,0,,,
2009-2019,20980,"El Dorado, AR Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.093120895,,0,,,
2009-2019,21020,"Elizabeth City, NC Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.065530963,,0,,,
2009-2019,21060,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.020316208,,0,,,
2009-2019,21120,"Elk City, OK Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.13196191,,0,,,
2009-2019,21140,"Elkhart-Goshen, IN Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.15174426,,0,,,
2009-2019,21180,"Elkins, WV Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.11267255,,0,,,
2009-2019,21220,"Elko, NV Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.11654693,,0,,,
2009-2019,21260,"Ellensburg, WA Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.18630919,,0,,,
2009-2019,21300,"Elmira, NY Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.10872671,,0,,,
2009-2019,21340,"El Paso, TX Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.045896184,-1.0442863,1,Large,147,41
2009-2019,21380,"Emporia, KS Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.039541069,,0,,,
2009-2019,21420,"Enid, OK Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.087672025,,0,,,
2009-2019,21460,"Enterprise, AL Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.054522041,,0,,,
2009-2019,21500,"Erie, PA Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.025427833,-1.4080155,1,Midsized,173,72
2009-2019,21540,"Escanaba, MI Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.042501383,,0,,,
2009-2019,21580,"Espa±ola, NM Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.065293387,,0,,,
2009-2019,21640,"Eufaula, AL-GA Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.079802528,,0,,,
2009-2019,21660,"Eugene-Springfield, OR Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.10044599,-0.074918412,1,Midsized,49,19
2009-2019,21700,"Eureka-Arcata, CA Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.081644058,,0,,,
2009-2019,21740,"Evanston, WY Micropolitan Statistical Area",Percent Change in Average Annual Wage,-0.093167052,,0,,,
2009-2019,21780,"Evansville, IN-KY Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.070037581,-0.61528581,1,Midsized,104,43
2009-2019,21820,"Fairbanks, AK Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.008310149,,0,,,
2009-2019,21840,"Fairfield, IA Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.14566796,,0,,,
2009-2019,21860,"Fairmont, MN",Percent Change in Average Annual Wage,0.18473814,,0,,,
2009-2019,21900,"Fairmont, WV Micropolitan Statistical Area",Percent Change in Average Annual Wage,-0.001542835,,0,,,
2009-2019,21980,"Fallon, NV Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.054368127,,0,,,
2009-2019,22020,"Fargo, ND-MN Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.17580479,,0,,,
2009-2019,22060,"Faribault-Northfield, MN Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.11568987,,0,,,
2009-2019,22100,"Farmington, MO Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.046517815,,0,,,
2009-2019,22140,"Farmington, NM Metropolitan Statistical Area",Percent Change in Average Annual Wage,-0.030817008,,0,,,
2009-2019,22180,"Fayetteville, NC Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.00470758,-1.7762212,1,Large,188,56
2009-2019,22220,"Fayetteville-Springdale-Rogers, AR Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.15521513,0.89834678,1,Large,11,2
2009-2019,22260,"Fergus Falls, MN Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.14660913,,0,,,
2009-2019,22280,"Fernley, NV Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.11341804,,0,,,
2009-2019,22300,"Findlay, OH Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.12019122,,0,,,
2009-2019,22340,"Fitzgerald, GA Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.072591372,,0,,,
2009-2019,22380,"Flagstaff, AZ Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.039447431,,0,,,
2009-2019,22420,"Flint, MI Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.046793051,-1.0283486,1,Midsized,145,58
2009-2019,22500,"Florence, SC Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.029810175,,0,,,
2009-2019,22520,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.05423582,,0,,,
2009-2019,22540,"Fond du Lac, WI Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.13129567,,0,,,
2009-2019,22580,"Forest City, NC Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.097771838,,0,,,
2009-2019,22620,"Forrest City, AR Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.073390998,,0,,,
2009-2019,22660,"Fort Collins, CO Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.12542482,0.36896336,1,Midsized,25,9
2009-2019,22700,"Fort Dodge, IA Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.14194182,,0,,,
2009-2019,22780,"Fort Leonard Wood, MO Micropolitan Statistical Area",Percent Change in Average Annual Wage,-0.044345252,,0,,,
2009-2019,22800,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.11034437,,0,,,
2009-2019,22820,"Fort Morgan, CO Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.23178504,,0,,,
2009-2019,22840,"Fort Payne, AL Micropolitan Statistical Area ",Percent Change in Average Annual Wage,0.038247067,,0,,,
2009-2019,22860,"Fort Polk South, LA Micropolitan Statistical Area",Percent Change in Average Annual Wage,-0.007207142,,0,,,
2009-2019,22900,"Fort Smith, AR-OK Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.074507542,-0.53585309,1,Midsized,96,39
2009-2019,23060,"Fort Wayne, IN Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.082694419,-0.39036971,1,Midsized,76,31
2009-2019,23140,"Frankfort, IN Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.049261339,,0,,,
2009-2019,23180,"Frankfort, KY Micropolitan Statistical Area",Percent Change in Average Annual Wage,-0.017172921,,0,,,
2009-2019,23240,"Fredericksburg, TX Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.15935649,,0,,,
2009-2019,23300,"Freeport, IL Micropolitan Statistical Area",Percent Change in Average Annual Wage,-0.036766689,,0,,,
2009-2019,23340,"Fremont, NE Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.14140961,,0,,,
2009-2019,23380,"Fremont, OH Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.090111792,,0,,,
2009-2019,23420,"Fresno, CA Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.066723846,-0.67417198,1,Large,112,26
2009-2019,23460,"Gadsden, AL Metropolitan Statistical Area",Percent Change in Average Annual Wage,-0.011197873,,0,,,
2009-2019,23500,"Gaffney, SC Micropolitan Statistical Area",Percent Change in Average Annual Wage,-0.038563959,,0,,,
2009-2019,23540,"Gainesville, FL Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.11781275,0.23369431,1,Midsized,31,14
2009-2019,23580,"Gainesville, GA Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.11461348,,0,,,
2009-2019,23620,"Gainesville, TX Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.1324331,,0,,,
2009-2019,23660,"Galesburg, IL Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.065752126,,0,,,
2009-2019,23700,"Gallup, NM Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.034108847,,0,,,
2009-2019,23780,"Garden City, KS Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.10404804,,0,,,
2009-2019,23820,"Gardnerville Ranchos, NV Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.10111391,,0,,,
2009-2019,23860,"Georgetown, SC Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.095507793,,0,,,
2009-2019,23900,"Gettysburg, PA Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.09770187,,0,,,
2009-2019,23940,"Gillette, WY Micropolitan Statistical Area",Percent Change in Average Annual Wage,-0.021278329,,0,,,
2009-2019,23980,"Glasgow, KY Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.021444295,,0,,,
2009-2019,24020,"Glens Falls, NY Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.11071479,,0,,,
2009-2019,24060,"Glenwood Springs, CO Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.032523312,,0,,,
2009-2019,24100,"Gloversville, NY Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.037198972,,0,,,
2009-2019,24140,"Goldsboro, NC Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.072626129,,0,,,
2009-2019,24180,"Granbury, TX Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.18539238,,0,,,
2009-2019,24220,"Grand Forks, ND-MN Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.1808859,,0,,,
2009-2019,24260,"Grand Island, NE Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.12328793,,0,,,
2009-2019,24300,"Grand Junction, CO Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.011867865,,0,,,
2009-2019,24330,"Grand Rapids, MN",Percent Change in Average Annual Wage,0.067745306,,0,,,
2009-2019,24340,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.067144819,-0.66669106,1,Very Large,111,40
2009-2019,24380,"Grants, NM Micropolitan Statistical Area",Percent Change in Average Annual Wage,-0.016978871,,0,,,
2009-2019,24420,"Grants Pass, OR Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.091907389,,0,,,
2009-2019,24460,"Great Bend, KS Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.022907622,,0,,,
2009-2019,24500,"Great Falls, MT Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.10623966,,0,,,
2009-2019,24540,"Greeley, CO Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.22880998,2.2061512,1,Midsized,4,1
2009-2019,24580,"Green Bay, WI Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.096139714,-0.1514425,1,Midsized,55,21
2009-2019,24620,"Greeneville, TN Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.00087764,,0,,,
2009-2019,24660,"Greensboro-High Point, NC Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.065227561,-0.70076144,1,Large,115,27
2009-2019,24700,"Greensburg, IN Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.11481463,,0,,,
2009-2019,24740,"Greenville, MS Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.018724129,,0,,,
2009-2019,24780,"Greenville, NC Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.11052015,,0,,,
2009-2019,24820,"Greenville, OH Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.087292269,,0,,,
2009-2019,24860,"Greenville-Anderson, SC Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.089998342,-0.26057655,1,Large,62,14
2009-2019,24900,"Greenwood, MS Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.006898154,,0,,,
2009-2019,24940,"Greenwood, SC Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.023002727,,0,,,
2009-2019,24980,"Grenada, MS Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.034805063,,0,,,
2009-2019,25060,"Gulfport-Biloxi, MS Metropolitan Statistical Area",Percent Change in Average Annual Wage,-0.040804449,-2.5849845,1,Midsized,192,82
2009-2019,25100,"Guymon, OK Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.1062469,,0,,,
2009-2019,25180,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.034076944,-1.254318,1,Midsized,164,66
2009-2019,25200,"Hailey, ID Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.055448931,,0,,,
2009-2019,25220,"Hammond, LA Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.02470609,,0,,,
2009-2019,25260,"Hanford-Corcoran, CA Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.06236358,,0,,,
2009-2019,25300,"Hannibal, MO Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.098373309,,0,,,
2009-2019,25420,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.088261992,-0.29143214,1,Large,64,15
2009-2019,25460,"Harrison, AR Micropolitan Statistical Area",Percent Change in Average Annual Wage,0.091279656,,0,,,
2009-2019,25500,"Harrisonburg, VA Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.038728587,,0,,,
2009-2019,25540,"Hartford-East Hartford-Middletown, CT Metropolitan Statistical Area",Percent Change in Average Annual Wage,0.035928268,-1.2214193,1,Very Large,162,51
