year,cbsa,cbsatitle,indicator,topmetro,metrosize,value,overallrank,rankbysize
2009-2019,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Very Large,-0.029788,36,12
2009-2019,19140,"Dalton, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.00014,,
2009-2019,19180,"Danville, IL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.091232,,
2009-2019,19220,"Danville, KY Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.066263,,
2009-2019,19260,"Danville, VA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.023875,,
2009-2019,19300,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.02453,,
2009-2019,19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.022448,164,60
2009-2019,19420,"Dayton, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.039799,,
2009-2019,19430,"Dayton-Kettering, OH Metropolitan Statistical Area ",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.013448,79,26
2009-2019,19460,"Decatur, AL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.002859,,
2009-2019,19500,"Decatur, IL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.019514,,
2009-2019,19540,"Decatur, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.022499,,
2009-2019,19580,"Defiance, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.031311,,
2009-2019,19620,"Del Rio, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.005035,,
2009-2019,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,0.001068,124,36
2009-2019,19700,"Deming, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.00031,,
2009-2019,19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Very Large,-0.015439,76,27
2009-2019,19760,"DeRidder, LA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.020791,,
2009-2019,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,0.003282,128,39
2009-2019,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Very Large,-0.003803,110,41
2009-2019,19860,"Dickinson, ND Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.023218,,
2009-2019,19940,"Dixon, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.218411,,
2009-2019,19980,"Dodge City, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.050064,,
2009-2019,20020,"Dothan, AL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.020931,,
2009-2019,20060,"Douglas, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.131743,,
2009-2019,20100,"Dover, DE Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.000324,,
2009-2019,20140,"Dublin, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.036772,,
2009-2019,20180,"DuBois, PA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.047751,,
2009-2019,20220,"Dubuque, IA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.011517,,
2009-2019,20260,"Duluth, MN-WI Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.003221,112,38
2009-2019,20300,"Dumas, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,20340,"Duncan, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.074598,,
2009-2019,20420,"Durango, CO Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.048712,,
2009-2019,20460,"Durant, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.123149,,
2009-2019,20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,0.00742,136,42
2009-2019,20540,"Dyersburg, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.093293,,
2009-2019,20580,"Eagle Pass, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.016256,,
2009-2019,20660,"Easton, MD Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.020232,,
2009-2019,20700,"East Stroudsburg, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.057955,,
2009-2019,20740,"Eau Claire, WI Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.049628,,
2009-2019,20780,"Edwards, CO Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.0246,,
2009-2019,20820,"Effingham, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.012992,,
2009-2019,20900,"El Campo, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.066148,,
2009-2019,20940,"El Centro, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.046351,,
2009-2019,20980,"El Dorado, AR Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.087075,,
2009-2019,21020,"Elizabeth City, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.033753,,
2009-2019,21060,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.026323,,
2009-2019,21120,"Elk City, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,21140,"Elkhart-Goshen, IN Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.051273,,
2009-2019,21180,"Elkins, WV Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.055369,,
2009-2019,21220,"Elko, NV Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.015795,,
2009-2019,21260,"Ellensburg, WA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.063627,,
2009-2019,21300,"Elmira, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.086431,,
2009-2019,21340,"El Paso, TX Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.032544,32,9
2009-2019,21380,"Emporia, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.054843,,
2009-2019,21420,"Enid, OK Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.059357,,
2009-2019,21460,"Enterprise, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.075268,,
2009-2019,21500,"Erie, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.070433,191,81
2009-2019,21540,"Escanaba, MI Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.045358,,
2009-2019,21580,"Espa켹la, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.22916,,
2009-2019,21640,"Eufaula, AL-GA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.090493,,
2009-2019,21660,"Eugene-Springfield, OR Metropolitan Statistical Area ",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.005808,106,34
2009-2019,21700,"Eureka-Arcata, CA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.032378,,
2009-2019,21740,"Evanston, WY Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,21780,"Evansville, IN-KY Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.024192,167,62
2009-2019,21820,"Fairbanks, AK Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.022857,,
2009-2019,21840,"Fairfield, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,,,
2009-2019,21860,"Fairmont, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.02723,,
2009-2019,21900,"Fairmont, WV Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.073666,,
2009-2019,21980,"Fallon, NV Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.386853,,
2009-2019,22020,"Fargo, ND-MN Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.007945,,
2009-2019,22060,"Faribault-Northfield, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.037592,,
2009-2019,22100,"Farmington, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.045168,,
2009-2019,22140,"Farmington, NM Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.012692,,
2009-2019,22180,"Fayetteville, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.016067,70,22
2009-2019,22220,"Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,0.028611,169,53
2009-2019,22260,"Fergus Falls, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.056365,,
2009-2019,22280,"Fernley, NV Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.009641,,
2009-2019,22300,"Findlay, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.072552,,
2009-2019,22340,"Fitzgerald, GA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.122837,,
2009-2019,22380,"Flagstaff, AZ Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.013056,,
2009-2019,22420,"Flint, MI Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.039683,177,69
2009-2019,22500,"Florence, SC Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.017375,,
2009-2019,22520,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.022117,,
2009-2019,22540,"Fond du Lac, WI Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.000189,,
2009-2019,22580,"Forest City, NC Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.044873,,
2009-2019,22620,"Forrest City, AR Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.065128,,
2009-2019,22660,"Fort Collins, CO Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.036257,176,68
2009-2019,22700,"Fort Dodge, IA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.120034,,
2009-2019,22780,"Fort Leonard Wood, MO Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.040351,,
2009-2019,22800,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.053526,,
2009-2019,22820,"Fort Morgan, CO Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.055955,,
2009-2019,22840,"Fort Payne, AL Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.032571,,
2009-2019,22860,"Fort Polk South, LA Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.070754,,
2009-2019,22900,"Fort Smith, AR-OK Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.041103,21,11
2009-2019,23060,"Fort Wayne, IN Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,0.00036,122,41
2009-2019,23140,"Frankfort, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.037214,,
2009-2019,23180,"Frankfort, KY Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.010195,,
2009-2019,23240,"Fredericksburg, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.033861,,
2009-2019,23300,"Freeport, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.020874,,
2009-2019,23340,"Fremont, NE Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.007721,,
2009-2019,23380,"Fremont, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.063334,,
2009-2019,23420,"Fresno, CA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.03014,35,10
2009-2019,23460,"Gadsden, AL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.022102,,
2009-2019,23500,"Gaffney, SC Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.035826,,
2009-2019,23540,"Gainesville, FL Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.015706,72,24
2009-2019,23580,"Gainesville, GA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.057138,,
2009-2019,23620,"Gainesville, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.059223,,
2009-2019,23660,"Galesburg, IL Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.050894,,
2009-2019,23700,"Gallup, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.120905,,
2009-2019,23780,"Garden City, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.021184,,
2009-2019,23820,"Gardnerville Ranchos, NV Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.024644,,
2009-2019,23860,"Georgetown, SC Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.047423,,
2009-2019,23900,"Gettysburg, PA Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.020998,,
2009-2019,23940,"Gillette, WY Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.026282,,
2009-2019,23980,"Glasgow, KY Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.079136,,
2009-2019,24020,"Glens Falls, NY Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.037231,,
2009-2019,24060,"Glenwood Springs, CO Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.039406,,
2009-2019,24100,"Gloversville, NY Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.035845,,
2009-2019,24140,"Goldsboro, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.041153,,
2009-2019,24180,"Granbury, TX Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.089226,,
2009-2019,24220,"Grand Forks, ND-MN Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.100151,,
2009-2019,24260,"Grand Island, NE Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.009944,,
2009-2019,24300,"Grand Junction, CO Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.030564,,
2009-2019,24330,"Grand Rapids, MN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.00479,,
2009-2019,24340,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Very Large,-0.000573,119,45
2009-2019,24380,"Grants, NM Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.470273,,
2009-2019,24420,"Grants Pass, OR Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.061276,,
2009-2019,24460,"Great Bend, KS Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.005153,,
2009-2019,24500,"Great Falls, MT Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.036626,,
2009-2019,24540,"Greeley, CO Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.00519,107,35
2009-2019,24580,"Green Bay, WI Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.006108,104,33
2009-2019,24620,"Greeneville, TN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.068413,,
2009-2019,24660,"Greensboro-High Point, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.006374,103,32
2009-2019,24700,"Greensburg, IN Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.03252,,
2009-2019,24720,"Heber, UT Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.06068,,
2009-2019,24740,"Greenville, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.005608,,
2009-2019,24780,"Greenville, NC Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,-0.019861,,
2009-2019,24820,"Greenville, OH Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.043249,,
2009-2019,24860,"Greenville-Anderson, SC Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Large,-0.03744,27,8
2009-2019,24900,"Greenwood, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.092513,,
2009-2019,24940,"Greenwood, SC Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.061469,,
2009-2019,24980,"Grenada, MS Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.017367,,
2009-2019,25060,"Gulfport-Biloxi, MS Metropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,1,Midsized,-0.010686,85,27
2009-2019,25100,"Guymon, OK Micropolitan Statistical Area",Change in Top/Bottom Tract Employment Rate Gap,0,,0.028481,,
