year,cbsa,cbsa_name,indicator,value,topmetro,metrosize
2019,10660,"Albert Lea, MN Micropolitan Statistical Area",Real GDP,1276241792,0,
2009,10700,"Albertville, AL Micropolitan Statistical Area",Jobs,35098.594,0,
2010,10700,"Albertville, AL Micropolitan Statistical Area",Jobs,35356.563,0,
2011,10700,"Albertville, AL Micropolitan Statistical Area",Jobs,34532.949,0,
2012,10700,"Albertville, AL Micropolitan Statistical Area",Jobs,34799.066,0,
2013,10700,"Albertville, AL Micropolitan Statistical Area",Jobs,35139.531,0,
2014,10700,"Albertville, AL Micropolitan Statistical Area",Jobs,34779.254,0,
2015,10700,"Albertville, AL Micropolitan Statistical Area",Jobs,36146.25,0,
2016,10700,"Albertville, AL Micropolitan Statistical Area",Jobs,37143.145,0,
2017,10700,"Albertville, AL Micropolitan Statistical Area",Jobs,37872.742,0,
2018,10700,"Albertville, AL Micropolitan Statistical Area",Jobs,38366.535,0,
2019,10700,"Albertville, AL Micropolitan Statistical Area",Jobs,39416.242,0,
2009,10700,"Albertville, AL Micropolitan Statistical Area",Real GDP,3056224512,0,
2010,10700,"Albertville, AL Micropolitan Statistical Area",Real GDP,3104707840,0,
2011,10700,"Albertville, AL Micropolitan Statistical Area",Real GDP,3064788224,0,
2012,10700,"Albertville, AL Micropolitan Statistical Area",Real GDP,3041834752,0,
2013,10700,"Albertville, AL Micropolitan Statistical Area",Real GDP,3049939968,0,
2014,10700,"Albertville, AL Micropolitan Statistical Area",Real GDP,2952918784,0,
2015,10700,"Albertville, AL Micropolitan Statistical Area",Real GDP,3046528256,0,
2016,10700,"Albertville, AL Micropolitan Statistical Area",Real GDP,3159021568,0,
2017,10700,"Albertville, AL Micropolitan Statistical Area",Real GDP,3189524992,0,
2018,10700,"Albertville, AL Micropolitan Statistical Area",Real GDP,3295926272,0,
2019,10700,"Albertville, AL Micropolitan Statistical Area",Real GDP,3344732160,0,
2009,10740,"Albuquerque, NM Metropolitan Statistical Area",Employment at firms 0-5 years old,36008,1,Large
2010,10740,"Albuquerque, NM Metropolitan Statistical Area",Employment at firms 0-5 years old,35014,1,Large
2011,10740,"Albuquerque, NM Metropolitan Statistical Area",Employment at firms 0-5 years old,34107,1,Large
2012,10740,"Albuquerque, NM Metropolitan Statistical Area",Employment at firms 0-5 years old,30833,1,Large
2013,10740,"Albuquerque, NM Metropolitan Statistical Area",Employment at firms 0-5 years old,33828,1,Large
2014,10740,"Albuquerque, NM Metropolitan Statistical Area",Employment at firms 0-5 years old,33687,1,Large
2015,10740,"Albuquerque, NM Metropolitan Statistical Area",Employment at firms 0-5 years old,33428,1,Large
2016,10740,"Albuquerque, NM Metropolitan Statistical Area",Employment at firms 0-5 years old,33292,1,Large
2017,10740,"Albuquerque, NM Metropolitan Statistical Area",Employment at firms 0-5 years old,30506,1,Large
2018,10740,"Albuquerque, NM Metropolitan Statistical Area",Employment at firms 0-5 years old,30682,1,Large
2019,10740,"Albuquerque, NM Metropolitan Statistical Area",Employment at firms 0-5 years old,29643,1,Large
2009,10740,"Albuquerque, NM Metropolitan Statistical Area",Jobs,383362.81,1,Large
2010,10740,"Albuquerque, NM Metropolitan Statistical Area",Jobs,376533.19,1,Large
2011,10740,"Albuquerque, NM Metropolitan Statistical Area",Jobs,374411.22,1,Large
2012,10740,"Albuquerque, NM Metropolitan Statistical Area",Jobs,373154.47,1,Large
2013,10740,"Albuquerque, NM Metropolitan Statistical Area",Jobs,375218.47,1,Large
2014,10740,"Albuquerque, NM Metropolitan Statistical Area",Jobs,377629.31,1,Large
2015,10740,"Albuquerque, NM Metropolitan Statistical Area",Jobs,382102.78,1,Large
2016,10740,"Albuquerque, NM Metropolitan Statistical Area",Jobs,388394.47,1,Large
2017,10740,"Albuquerque, NM Metropolitan Statistical Area",Jobs,391980.59,1,Large
2018,10740,"Albuquerque, NM Metropolitan Statistical Area",Jobs,396338.44,1,Large
2019,10740,"Albuquerque, NM Metropolitan Statistical Area",Jobs,402731.94,1,Large
2009,10740,"Albuquerque, NM Metropolitan Statistical Area",Real GDP,42707554304,1,Large
2010,10740,"Albuquerque, NM Metropolitan Statistical Area",Real GDP,42157346816,1,Large
2011,10740,"Albuquerque, NM Metropolitan Statistical Area",Real GDP,41867100160,1,Large
2012,10740,"Albuquerque, NM Metropolitan Statistical Area",Real GDP,42285568000,1,Large
2013,10740,"Albuquerque, NM Metropolitan Statistical Area",Real GDP,40992604160,1,Large
2014,10740,"Albuquerque, NM Metropolitan Statistical Area",Real GDP,41411104768,1,Large
2015,10740,"Albuquerque, NM Metropolitan Statistical Area",Real GDP,41970200576,1,Large
2016,10740,"Albuquerque, NM Metropolitan Statistical Area",Real GDP,43661553664,1,Large
2017,10740,"Albuquerque, NM Metropolitan Statistical Area",Real GDP,43405410304,1,Large
2018,10740,"Albuquerque, NM Metropolitan Statistical Area",Real GDP,43969613824,1,Large
2019,10740,"Albuquerque, NM Metropolitan Statistical Area",Real GDP,43773571072,1,Large
2009,10760,"Alexander City, AL Micropolitan Statistical Area",Jobs,15026.624,0,
2010,10760,"Alexander City, AL Micropolitan Statistical Area",Jobs,14423.874,0,
2011,10760,"Alexander City, AL Micropolitan Statistical Area",Jobs,14240.828,0,
2012,10760,"Alexander City, AL Micropolitan Statistical Area",Jobs,14810.321,0,
2013,10760,"Alexander City, AL Micropolitan Statistical Area",Jobs,14838.839,0,
2014,10760,"Alexander City, AL Micropolitan Statistical Area",Jobs,14888.249,0,
2015,10760,"Alexander City, AL Micropolitan Statistical Area",Jobs,15439.151,0,
2016,10760,"Alexander City, AL Micropolitan Statistical Area",Jobs,15589.977,0,
2017,10760,"Alexander City, AL Micropolitan Statistical Area",Jobs,15402.534,0,
2018,10760,"Alexander City, AL Micropolitan Statistical Area",Jobs,15065.357,0,
2019,10760,"Alexander City, AL Micropolitan Statistical Area",Jobs,15526.627,0,
2009,10760,"Alexander City, AL Micropolitan Statistical Area",Real GDP,1237999104,0,
2010,10760,"Alexander City, AL Micropolitan Statistical Area",Real GDP,1257457664,0,
2011,10760,"Alexander City, AL Micropolitan Statistical Area",Real GDP,1192849920,0,
2012,10760,"Alexander City, AL Micropolitan Statistical Area",Real GDP,1188127872,0,
2013,10760,"Alexander City, AL Micropolitan Statistical Area",Real GDP,1223318784,0,
2014,10760,"Alexander City, AL Micropolitan Statistical Area",Real GDP,1179868544,0,
2015,10760,"Alexander City, AL Micropolitan Statistical Area",Real GDP,1221791872,0,
2016,10760,"Alexander City, AL Micropolitan Statistical Area",Real GDP,1231569152,0,
2017,10760,"Alexander City, AL Micropolitan Statistical Area",Real GDP,1248895872,0,
2018,10760,"Alexander City, AL Micropolitan Statistical Area",Real GDP,1231671168,0,
2019,10760,"Alexander City, AL Micropolitan Statistical Area",Real GDP,1245524992,0,
2009,10780,"Alexandria, LA Metropolitan Statistical Area",Employment at firms 0-5 years old,6074,0,
2010,10780,"Alexandria, LA Metropolitan Statistical Area",Employment at firms 0-5 years old,5156,0,
2011,10780,"Alexandria, LA Metropolitan Statistical Area",Employment at firms 0-5 years old,5737,0,
2012,10780,"Alexandria, LA Metropolitan Statistical Area",Employment at firms 0-5 years old,5403,0,
2013,10780,"Alexandria, LA Metropolitan Statistical Area",Employment at firms 0-5 years old,4886,0,
2014,10780,"Alexandria, LA Metropolitan Statistical Area",Employment at firms 0-5 years old,4702,0,
2015,10780,"Alexandria, LA Metropolitan Statistical Area",Employment at firms 0-5 years old,4881,0,
2016,10780,"Alexandria, LA Metropolitan Statistical Area",Employment at firms 0-5 years old,4813,0,
2017,10780,"Alexandria, LA Metropolitan Statistical Area",Employment at firms 0-5 years old,4772,0,
2018,10780,"Alexandria, LA Metropolitan Statistical Area",Employment at firms 0-5 years old,5085,0,
2019,10780,"Alexandria, LA Metropolitan Statistical Area",Employment at firms 0-5 years old,4672,0,
2009,10780,"Alexandria, LA Metropolitan Statistical Area",Jobs,66943.094,0,
2010,10780,"Alexandria, LA Metropolitan Statistical Area",Jobs,65608.797,0,
2011,10780,"Alexandria, LA Metropolitan Statistical Area",Jobs,65447.594,0,
2012,10780,"Alexandria, LA Metropolitan Statistical Area",Jobs,64716.035,0,
2013,10780,"Alexandria, LA Metropolitan Statistical Area",Jobs,64384.09,0,
2014,10780,"Alexandria, LA Metropolitan Statistical Area",Jobs,64869.23,0,
2015,10780,"Alexandria, LA Metropolitan Statistical Area",Jobs,65281.277,0,
2016,10780,"Alexandria, LA Metropolitan Statistical Area",Jobs,65045.859,0,
2017,10780,"Alexandria, LA Metropolitan Statistical Area",Jobs,63549.512,0,
2018,10780,"Alexandria, LA Metropolitan Statistical Area",Jobs,63288.297,0,
2019,10780,"Alexandria, LA Metropolitan Statistical Area",Jobs,63191.68,0,
2009,10780,"Alexandria, LA Metropolitan Statistical Area",Real GDP,6319239168,0,
2010,10780,"Alexandria, LA Metropolitan Statistical Area",Real GDP,6571551744,0,
2011,10780,"Alexandria, LA Metropolitan Statistical Area",Real GDP,6384126464,0,
2012,10780,"Alexandria, LA Metropolitan Statistical Area",Real GDP,6301722624,0,
2013,10780,"Alexandria, LA Metropolitan Statistical Area",Real GDP,6054486528,0,
2014,10780,"Alexandria, LA Metropolitan Statistical Area",Real GDP,6052894720,0,
2015,10780,"Alexandria, LA Metropolitan Statistical Area",Real GDP,5959752704,0,
2016,10780,"Alexandria, LA Metropolitan Statistical Area",Real GDP,6081242624,0,
2017,10780,"Alexandria, LA Metropolitan Statistical Area",Real GDP,5971473408,0,
2018,10780,"Alexandria, LA Metropolitan Statistical Area",Real GDP,5872013312,0,
2019,10780,"Alexandria, LA Metropolitan Statistical Area",Real GDP,5846647296,0,
2009,10820,"Alexandria, MN Micropolitan Statistical Area",Jobs,17844.117,0,
2010,10820,"Alexandria, MN Micropolitan Statistical Area",Jobs,17538.254,0,
2011,10820,"Alexandria, MN Micropolitan Statistical Area",Jobs,17814.094,0,
2012,10820,"Alexandria, MN Micropolitan Statistical Area",Jobs,18143.594,0,
2013,10820,"Alexandria, MN Micropolitan Statistical Area",Jobs,18460.174,0,
2014,10820,"Alexandria, MN Micropolitan Statistical Area",Jobs,18635.828,0,
2015,10820,"Alexandria, MN Micropolitan Statistical Area",Jobs,18849.932,0,
2016,10820,"Alexandria, MN Micropolitan Statistical Area",Jobs,18993.393,0,
2017,10820,"Alexandria, MN Micropolitan Statistical Area",Jobs,19454.467,0,
2018,10820,"Alexandria, MN Micropolitan Statistical Area",Jobs,19628.277,0,
2019,10820,"Alexandria, MN Micropolitan Statistical Area",Jobs,20057.113,0,
2009,10820,"Alexandria, MN Micropolitan Statistical Area",Real GDP,1758379008,0,
2010,10820,"Alexandria, MN Micropolitan Statistical Area",Real GDP,1804934912,0,
2011,10820,"Alexandria, MN Micropolitan Statistical Area",Real GDP,1805460096,0,
2012,10820,"Alexandria, MN Micropolitan Statistical Area",Real GDP,1863415424,0,
2013,10820,"Alexandria, MN Micropolitan Statistical Area",Real GDP,1936840320,0,
2014,10820,"Alexandria, MN Micropolitan Statistical Area",Real GDP,1974578816,0,
2015,10820,"Alexandria, MN Micropolitan Statistical Area",Real GDP,2011096448,0,
2016,10820,"Alexandria, MN Micropolitan Statistical Area",Real GDP,2038918784,0,
2017,10820,"Alexandria, MN Micropolitan Statistical Area",Real GDP,2022866560,0,
2018,10820,"Alexandria, MN Micropolitan Statistical Area",Real GDP,2068681856,0,
2019,10820,"Alexandria, MN Micropolitan Statistical Area",Real GDP,2073283456,0,
2009,10860,"Alice, TX Micropolitan Statistical Area",Jobs,20209.553,0,
2010,10860,"Alice, TX Micropolitan Statistical Area",Jobs,20429.482,0,
2011,10860,"Alice, TX Micropolitan Statistical Area",Jobs,22793.99,0,
2012,10860,"Alice, TX Micropolitan Statistical Area",Jobs,24768.586,0,
2013,10860,"Alice, TX Micropolitan Statistical Area",Jobs,24232.105,0,
2014,10860,"Alice, TX Micropolitan Statistical Area",Jobs,24615.777,0,
2015,10860,"Alice, TX Micropolitan Statistical Area",Jobs,22866.586,0,
2016,10860,"Alice, TX Micropolitan Statistical Area",Jobs,19717.387,0,
2017,10860,"Alice, TX Micropolitan Statistical Area",Jobs,19521.715,0,
2018,10860,"Alice, TX Micropolitan Statistical Area",Jobs,20729.803,0,
2019,10860,"Alice, TX Micropolitan Statistical Area",Jobs,20748.467,0,
2009,10860,"Alice, TX Micropolitan Statistical Area",Real GDP,1992219392,0,
2010,10860,"Alice, TX Micropolitan Statistical Area",Real GDP,2204123904,0,
2011,10860,"Alice, TX Micropolitan Statistical Area",Real GDP,2545906432,0,
2012,10860,"Alice, TX Micropolitan Statistical Area",Real GDP,2847403776,0,
2013,10860,"Alice, TX Micropolitan Statistical Area",Real GDP,2750953472,0,
2014,10860,"Alice, TX Micropolitan Statistical Area",Real GDP,2800348416,0,
2015,10860,"Alice, TX Micropolitan Statistical Area",Real GDP,2548724224,0,
2016,10860,"Alice, TX Micropolitan Statistical Area",Real GDP,2040016512,0,
2017,10860,"Alice, TX Micropolitan Statistical Area",Real GDP,2059653888,0,
2018,10860,"Alice, TX Micropolitan Statistical Area",Real GDP,2206289920,0,
2019,10860,"Alice, TX Micropolitan Statistical Area",Real GDP,2354290176,0,
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Employment at firms 0-5 years old,25142,1,Large
2010,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Employment at firms 0-5 years old,23278,1,Large
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Employment at firms 0-5 years old,24831,1,Large
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Employment at firms 0-5 years old,26118,1,Large
2013,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Employment at firms 0-5 years old,23429,1,Large
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Employment at firms 0-5 years old,24139,1,Large
2015,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Employment at firms 0-5 years old,24379,1,Large
2016,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Employment at firms 0-5 years old,24049,1,Large
2017,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Employment at firms 0-5 years old,24782,1,Large
2018,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Employment at firms 0-5 years old,24267,1,Large
2019,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Employment at firms 0-5 years old,26286,1,Large
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Jobs,333646.25,1,Large
2010,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Jobs,334209.94,1,Large
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Jobs,339296.97,1,Large
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Jobs,345179.22,1,Large
2013,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Jobs,346538.38,1,Large
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Jobs,350483.28,1,Large
2015,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Jobs,355305.31,1,Large
2016,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Jobs,362131.78,1,Large
2017,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Jobs,367115.91,1,Large
2018,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Jobs,371671.63,1,Large
2019,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Jobs,377066.63,1,Large
2009,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Real GDP,39037382656,1,Large
2010,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Real GDP,39537541120,1,Large
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Real GDP,39624458240,1,Large
2012,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Real GDP,40153657344,1,Large
2013,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Real GDP,40834654208,1,Large
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Real GDP,41943646208,1,Large
2015,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Real GDP,43112329216,1,Large
2016,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Real GDP,44128116736,1,Large
2017,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Real GDP,44291059712,1,Large
2018,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Real GDP,45060587520,1,Large
2019,10900,"Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",Real GDP,45530918912,1,Large
2009,10940,"Alma, MI Micropolitan Statistical Area",Jobs,13127.382,0,
2010,10940,"Alma, MI Micropolitan Statistical Area",Jobs,13313.304,0,
2011,10940,"Alma, MI Micropolitan Statistical Area",Jobs,13797.198,0,
2012,10940,"Alma, MI Micropolitan Statistical Area",Jobs,13808.954,0,
2013,10940,"Alma, MI Micropolitan Statistical Area",Jobs,13162.245,0,
2014,10940,"Alma, MI Micropolitan Statistical Area",Jobs,13437.966,0,
2015,10940,"Alma, MI Micropolitan Statistical Area",Jobs,13582.118,0,
2016,10940,"Alma, MI Micropolitan Statistical Area",Jobs,13523.303,0,
2017,10940,"Alma, MI Micropolitan Statistical Area",Jobs,13238.995,0,
2018,10940,"Alma, MI Micropolitan Statistical Area",Jobs,13207.093,0,
2019,10940,"Alma, MI Micropolitan Statistical Area",Jobs,13680.035,0,
2009,10940,"Alma, MI Micropolitan Statistical Area",Real GDP,1264802048,0,
2010,10940,"Alma, MI Micropolitan Statistical Area",Real GDP,1337638144,0,
2011,10940,"Alma, MI Micropolitan Statistical Area",Real GDP,1350791168,0,
2012,10940,"Alma, MI Micropolitan Statistical Area",Real GDP,1354302592,0,
2013,10940,"Alma, MI Micropolitan Statistical Area",Real GDP,1343773952,0,
2014,10940,"Alma, MI Micropolitan Statistical Area",Real GDP,1337469568,0,
2015,10940,"Alma, MI Micropolitan Statistical Area",Real GDP,1325120896,0,
2016,10940,"Alma, MI Micropolitan Statistical Area",Real GDP,1367789312,0,
2017,10940,"Alma, MI Micropolitan Statistical Area",Real GDP,1361732736,0,
2018,10940,"Alma, MI Micropolitan Statistical Area",Real GDP,1401254400,0,
2019,10940,"Alma, MI Micropolitan Statistical Area",Real GDP,1414267264,0,
2009,10980,"Alpena, MI Micropolitan Statistical Area",Jobs,11461.315,0,
2010,10980,"Alpena, MI Micropolitan Statistical Area",Jobs,11254.349,0,
2011,10980,"Alpena, MI Micropolitan Statistical Area",Jobs,11173.116,0,
2012,10980,"Alpena, MI Micropolitan Statistical Area",Jobs,11616.343,0,
2013,10980,"Alpena, MI Micropolitan Statistical Area",Jobs,11192.258,0,
2014,10980,"Alpena, MI Micropolitan Statistical Area",Jobs,11296.921,0,
2015,10980,"Alpena, MI Micropolitan Statistical Area",Jobs,11601.252,0,
2016,10980,"Alpena, MI Micropolitan Statistical Area",Jobs,12147.422,0,
