year,cbsa,cbsatitle,topmetro,metrosize,indicator,tractlevel,value
2009,22280,"Fernley, NV Micropolitan Statistical Area",0,,Employment Rate,bottom,0.551081
2009,22300,"Findlay, OH Micropolitan Statistical Area",0,,Employment Rate,bottom,0.717778
2009,22340,"Fitzgerald, GA Micropolitan Statistical Area",0,,Employment Rate,bottom,0.539432
2009,22380,"Flagstaff, AZ Metropolitan Statistical Area",0,,Employment Rate,bottom,0.52161
2009,22420,"Flint, MI Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.443992
2009,22500,"Florence, SC Metropolitan Statistical Area",0,,Employment Rate,bottom,0.543879
2009,22520,"Florence-Muscle Shoals, AL Metropolitan Statistical Area",0,,Employment Rate,bottom,0.500176
2009,22540,"Fond du Lac, WI Metropolitan Statistical Area",0,,Employment Rate,bottom,0.718738
2009,22580,"Forest City, NC Micropolitan Statistical Area",0,,Employment Rate,bottom,0.563681
2009,22620,"Forrest City, AR Micropolitan Statistical Area",0,,Employment Rate,bottom,0.247474
2009,22660,"Fort Collins, CO Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.685804
2009,22700,"Fort Dodge, IA Micropolitan Statistical Area",0,,Employment Rate,bottom,0.573449
2009,22780,"Fort Leonard Wood, MO Micropolitan Statistical Area",0,,Employment Rate,bottom,0.379177
2009,22800,"Fort Madison-Keokuk, IA-IL-MO Micropolitan Statistical Area",0,,Employment Rate,bottom,0.567779
2009,22820,"Fort Morgan, CO Micropolitan Statistical Area",0,,Employment Rate,bottom,0.639894
2009,22840,"Fort Payne, AL Micropolitan Statistical Area",0,,Employment Rate,bottom,0.552499
2009,22860,"Fort Polk South, LA Micropolitan Statistical Area",0,,Employment Rate,bottom,0.46978
2009,22900,"Fort Smith, AR-OK Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.551042
2009,23060,"Fort Wayne, IN Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.572108
2009,23140,"Frankfort, IN Micropolitan Statistical Area",0,,Employment Rate,bottom,0.541862
2009,23180,"Frankfort, KY Micropolitan Statistical Area",0,,Employment Rate,bottom,0.607979
2009,23240,"Fredericksburg, TX Micropolitan Statistical Area",0,,Employment Rate,bottom,0.670975
2009,23300,"Freeport, IL Micropolitan Statistical Area",0,,Employment Rate,bottom,0.597819
2009,23340,"Fremont, NE Micropolitan Statistical Area",0,,Employment Rate,bottom,0.711445
2009,23380,"Fremont, OH Micropolitan Statistical Area",0,,Employment Rate,bottom,0.718801
2009,23420,"Fresno, CA Metropolitan Statistical Area",1,Large,Employment Rate,bottom,0.481676
2009,23460,"Gadsden, AL Metropolitan Statistical Area",0,,Employment Rate,bottom,0.481499
2009,23500,"Gaffney, SC Micropolitan Statistical Area",0,,Employment Rate,bottom,0.547981
2009,23540,"Gainesville, FL Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.493497
2009,23580,"Gainesville, GA Metropolitan Statistical Area",0,,Employment Rate,bottom,0.598913
2009,23620,"Gainesville, TX Micropolitan Statistical Area",0,,Employment Rate,bottom,0.668912
2009,23660,"Galesburg, IL Micropolitan Statistical Area",0,,Employment Rate,bottom,0.4162
2009,23700,"Gallup, NM Micropolitan Statistical Area",0,,Employment Rate,bottom,0.444276
2009,23780,"Garden City, KS Micropolitan Statistical Area",0,,Employment Rate,bottom,0.701985
2009,23820,"Gardnerville Ranchos, NV Micropolitan Statistical Area",0,,Employment Rate,bottom,0.590934
2009,23860,"Georgetown, SC Micropolitan Statistical Area",0,,Employment Rate,bottom,0.536697
2009,23900,"Gettysburg, PA Metropolitan Statistical Area",0,,Employment Rate,bottom,0.681278
2009,23940,"Gillette, WY Micropolitan Statistical Area",0,,Employment Rate,bottom,0.706068
2009,23980,"Glasgow, KY Micropolitan Statistical Area",0,,Employment Rate,bottom,0.604284
2009,24020,"Glens Falls, NY Metropolitan Statistical Area",0,,Employment Rate,bottom,0.539391
2009,24060,"Glenwood Springs, CO Micropolitan Statistical Area",0,,Employment Rate,bottom,0.739556
2009,24100,"Gloversville, NY Micropolitan Statistical Area",0,,Employment Rate,bottom,0.601547
2009,24140,"Goldsboro, NC Metropolitan Statistical Area",0,,Employment Rate,bottom,0.487481
2009,24180,"Granbury, TX Micropolitan Statistical Area",0,,Employment Rate,bottom,0.644295
2009,24220,"Grand Forks, ND-MN Metropolitan Statistical Area",0,,Employment Rate,bottom,0.622116
2009,24260,"Grand Island, NE Metropolitan Statistical Area",0,,Employment Rate,bottom,0.76064
2009,24300,"Grand Junction, CO Metropolitan Statistical Area",0,,Employment Rate,bottom,0.693581
2009,24330,"Grand Rapids, MN Micropolitan Statistical Area",0,,Employment Rate,bottom,0.605772
2009,24340,"Grand Rapids-Kentwood, MI Metropolitan Statistical Area",1,Very Large,Employment Rate,bottom,0.611405
2009,24380,"Grants, NM Micropolitan Statistical Area",0,,Employment Rate,bottom,0
2009,24420,"Grants Pass, OR Metropolitan Statistical Area",0,,Employment Rate,bottom,0.524206
2009,24460,"Great Bend, KS Micropolitan Statistical Area",0,,Employment Rate,bottom,0.73365
2009,24500,"Great Falls, MT Metropolitan Statistical Area",0,,Employment Rate,bottom,0.623839
2009,24540,"Greeley, CO Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.607594
2009,24580,"Green Bay, WI Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.640677
2009,24620,"Greeneville, TN Micropolitan Statistical Area",0,,Employment Rate,bottom,0.586301
2009,24660,"Greensboro-High Point, NC Metropolitan Statistical Area",1,Large,Employment Rate,bottom,0.576748
2009,24700,"Greensburg, IN Micropolitan Statistical Area",0,,Employment Rate,bottom,0.680819
2009,24720,"Heber, UT Micropolitan Statistical Area",0,,Employment Rate,bottom,0.741848
2009,24740,"Greenville, MS Micropolitan Statistical Area",0,,Employment Rate,bottom,0.40499
2009,24780,"Greenville, NC Metropolitan Statistical Area",0,,Employment Rate,bottom,0.519581
2009,24820,"Greenville, OH Micropolitan Statistical Area",0,,Employment Rate,bottom,0.680657
2009,24860,"Greenville-Anderson, SC Metropolitan Statistical Area",1,Large,Employment Rate,bottom,0.524886
2009,24900,"Greenwood, MS Micropolitan Statistical Area",0,,Employment Rate,bottom,0.410165
2009,24940,"Greenwood, SC Micropolitan Statistical Area",0,,Employment Rate,bottom,0.611617
2009,24980,"Grenada, MS Micropolitan Statistical Area",0,,Employment Rate,bottom,0.563526
2009,25060,"Gulfport-Biloxi, MS Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.514799
2009,25100,"Guymon, OK Micropolitan Statistical Area",0,,Employment Rate,bottom,0.735381
2009,25180,"Hagerstown-Martinsburg, MD-WV Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.523466
2009,25200,"Hailey, ID Micropolitan Statistical Area",0,,Employment Rate,bottom,0.745133
2009,25220,"Hammond, LA Metropolitan Statistical Area",0,,Employment Rate,bottom,0.508774
2009,25260,"Hanford-Corcoran, CA Metropolitan Statistical Area",0,,Employment Rate,bottom,0.204211
2009,25300,"Hannibal, MO Micropolitan Statistical Area",0,,Employment Rate,bottom,0.672147
2009,25420,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",1,Large,Employment Rate,bottom,0.599418
2009,25460,"Harrison, AR Micropolitan Statistical Area",0,,Employment Rate,bottom,0.605282
2009,25500,"Harrisonburg, VA Metropolitan Statistical Area",0,,Employment Rate,bottom,0.582029
2009,25540,"Hartford-East Hartford-Middletown, CT Metropolitan Statistical Area",1,Very Large,Employment Rate,bottom,0.550623
2009,25580,"Hastings, NE Micropolitan Statistical Area",0,,Employment Rate,bottom,0.705167
2009,25620,"Hattiesburg, MS Metropolitan Statistical Area",0,,Employment Rate,bottom,0.559739
2009,25700,"Hays, KS Micropolitan Statistical Area",0,,Employment Rate,bottom,0.748086
2009,25720,"Heber, UT Micropolitan Statistical Area",0,,Employment Rate,bottom,
2009,25740,"Helena, MT Micropolitan Statistical Area",0,,Employment Rate,bottom,0.684685
2009,25760,"Helena-West Helena, AR Micropolitan Statistical Area",0,,Employment Rate,bottom,0.511372
2009,25780,"Henderson, NC Micropolitan Statistical Area",0,,Employment Rate,bottom,0.481749
2009,25820,"Hereford, TX Micropolitan Statistical Area",0,,Employment Rate,bottom,0.623416
2009,25840,"Hermiston-Pendleton, OR Micropolitan Statistical Area",0,,Employment Rate,bottom,0.527071
2009,25860,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.578735
2009,25880,"Hillsdale, MI Micropolitan Statistical Area",0,,Employment Rate,bottom,0.624835
2009,25900,"Hilo, HI Micropolitan Statistical Area",0,,Employment Rate,bottom,0.62322
2009,25940,"Hilton Head Island-Bluffton, SC Metropolitan Statistical Area",0,,Employment Rate,bottom,0.570409
2009,25980,"Hinesville, GA Metropolitan Statistical Area",0,,Employment Rate,bottom,0.524056
2009,26020,"Hobbs, NM Micropolitan Statistical Area",0,,Employment Rate,bottom,0.522977
2009,26090,"Holland, MI Micropolitan Statistical Area",0,,Employment Rate,bottom,0.661451
2009,26140,"Homosassa Springs, FL Metropolitan Statistical Area",0,,Employment Rate,bottom,0.493203
2009,26220,"Hood River, OR Micropolitan Statistical Area",0,,Employment Rate,bottom,
2009,26260,"Hope, AR Micropolitan Statistical Area",0,,Employment Rate,bottom,0.631236
2009,26300,"Hot Springs, AR Metropolitan Statistical Area",0,,Employment Rate,bottom,0.485229
2009,26340,"Houghton, MI Micropolitan Statistical Area",0,,Employment Rate,bottom,0.587558
2009,26380,"Houma-Thibodaux, LA Metropolitan Statistical Area",0,,Employment Rate,bottom,0.555953
2009,26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",1,Very Large,Employment Rate,bottom,0.573553
2009,26460,"Hudson, NY Micropolitan Statistical Area",0,,Employment Rate,bottom,0.662898
2009,26500,"Huntingdon, PA Micropolitan Statistical Area",0,,Employment Rate,bottom,0.387532
2009,26540,"Huntington, IN Micropolitan Statistical Area",0,,Employment Rate,bottom,0.661176
2009,26580,"Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.490316
2009,26620,"Huntsville, AL Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.560336
2009,26660,"Huntsville, TX Micropolitan Statistical Area",0,,Employment Rate,bottom,0.225918
2009,26700,"Huron, SD Micropolitan Statistical Area",0,,Employment Rate,bottom,0.77429
2009,26740,"Hutchinson, KS Micropolitan Statistical Area",0,,Employment Rate,bottom,0.521399
2009,26780,"Hutchinson, MN Micropolitan Statistical Area",0,,Employment Rate,bottom,0.80046
2009,26820,"Idaho Falls, ID Metropolitan Statistical Area",0,,Employment Rate,bottom,0.661793
2009,26860,"Indiana, PA Micropolitan Statistical Area",0,,Employment Rate,bottom,0.576202
2009,26900,"Indianapolis-Carmel-Anderson, IN Metropolitan Statistical Area",1,Very Large,Employment Rate,bottom,0.557826
2009,26940,"Indianola, MS Micropolitan Statistical Area",0,,Employment Rate,bottom,0.244264
2009,26980,"Iowa City, IA Metropolitan Statistical Area",0,,Employment Rate,bottom,0.687542
2009,27020,"Iron Mountain, MI-WI Micropolitan Statistical Area",0,,Employment Rate,bottom,0.646898
2009,27060,"Ithaca, NY Metropolitan Statistical Area",0,,Employment Rate,bottom,0.428895
2009,27100,"Jackson, MI Metropolitan Statistical Area",0,,Employment Rate,bottom,0.268761
2009,27140,"Jackson, MS Metropolitan Statistical Area",1,Large,Employment Rate,bottom,0.452702
2009,27160,"Jackson, OH Micropolitan Statistical Area",0,,Employment Rate,bottom,0.547731
2009,27180,"Jackson, TN Metropolitan Statistical Area",0,,Employment Rate,bottom,0.529694
2009,27220,"Jackson, WY-ID Micropolitan Statistical Area",0,,Employment Rate,bottom,
2009,27260,"Jacksonville, FL Metropolitan Statistical Area",1,Very Large,Employment Rate,bottom,0.57587
2009,27300,"Jacksonville, IL Micropolitan Statistical Area",0,,Employment Rate,bottom,0.477676
2009,27340,"Jacksonville, NC Metropolitan Statistical Area",0,,Employment Rate,bottom,0.410471
2009,27380,"Jacksonville, TX Micropolitan Statistical Area",0,,Employment Rate,bottom,0.478138
2009,27420,"Jamestown, ND Micropolitan Statistical Area",0,,Employment Rate,bottom,0.498248
2009,27460,"Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",0,,Employment Rate,bottom,0.538178
2009,27500,"Janesville-Beloit, WI Metropolitan Statistical Area",0,,Employment Rate,bottom,0.597558
2009,27530,"Jasper, AL Micropolitan Statistical Area ",0,,Employment Rate,bottom,0.520534
2009,27540,"Jasper, IN Micropolitan Statistical Area",0,,Employment Rate,bottom,0.641265
2009,27600,"Jefferson, GA Micropolitan Statistical Area",0,,Employment Rate,bottom,0.647087
2009,27620,"Jefferson City, MO Metropolitan Statistical Area",0,,Employment Rate,bottom,0.545009
2009,27660,"Jennings, LA Micropolitan Statistical Area",0,,Employment Rate,bottom,0.534517
2009,27700,"Jesup, GA Micropolitan Statistical Area",0,,Employment Rate,bottom,0.377026
2009,27740,"Johnson City, TN Metropolitan Statistical Area",0,,Employment Rate,bottom,0.49634
2009,27780,"Johnstown, PA Metropolitan Statistical Area",0,,Employment Rate,bottom,0.497715
2009,27860,"Jonesboro, AR Metropolitan Statistical Area",0,,Employment Rate,bottom,0.573407
2009,27900,"Joplin, MO Metropolitan Statistical Area",0,,Employment Rate,bottom,0.630785
2009,27940,"Juneau, AK Micropolitan Statistical Area",0,,Employment Rate,bottom,0.714539
2009,27980,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",0,,Employment Rate,bottom,0.689472
2009,28020,"Kalamazoo-Portage, MI Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.577316
2009,28060,"Kalispell, MT Micropolitan Statistical Area",0,,Employment Rate,bottom,0.544998
2009,28100,"Kankakee, IL Metropolitan Statistical Area",0,,Employment Rate,bottom,0.513572
2009,28140,"Kansas City, MO-KS Metropolitan Statistical Area",1,Very Large,Employment Rate,bottom,0.559019
2009,28180,"Kapaa, HI Micropolitan Statistical Area",0,,Employment Rate,bottom,0.711481
2009,28260,"Kearney, NE Micropolitan Statistical Area",0,,Employment Rate,bottom,0.722472
2009,28300,"Keene, NH Micropolitan Statistical Area",0,,Employment Rate,bottom,0.684723
2009,28340,"Kendallville, IN Micropolitan Statistical Area",0,,Employment Rate,bottom,0.701698
2009,28380,"Kennett, MO Micropolitan Statistical Area",0,,Employment Rate,bottom,0.401105
2009,28420,"Kennewick-Richland, WA Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.621597
2009,28500,"Kerrville, TX Micropolitan Statistical Area",0,,Employment Rate,bottom,0.65589
2009,28540,"Ketchikan, AK Micropolitan Statistical Area",0,,Employment Rate,bottom,
2009,28580,"Key West, FL Micropolitan Statistical Area",0,,Employment Rate,bottom,0.627688
2009,28620,"Kill Devil Hills, NC Micropolitan Statistical Area",0,,Employment Rate,bottom,0.735343
2009,28660,"Killeen-Temple, TX Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.496821
2009,28700,"Kingsport-Bristol, TN-VA Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.548216
2009,28740,"Kingston, NY Metropolitan Statistical Area",0,,Employment Rate,bottom,0.548497
2009,28780,"Kingsville, TX Micropolitan Statistical Area",0,,Employment Rate,bottom,0.534458
2009,28820,"Kinston, NC Micropolitan Statistical Area",0,,Employment Rate,bottom,0.499623
2009,28860,"Kirksville, MO Micropolitan Statistical Area",0,,Employment Rate,bottom,0.202353
2009,28900,"Klamath Falls, OR Micropolitan Statistical Area",0,,Employment Rate,bottom,0.540463
2009,28940,"Knoxville, TN Metropolitan Statistical Area",1,Large,Employment Rate,bottom,0.513573
2009,29020,"Kokomo, IN Metropolitan Statistical Area",0,,Employment Rate,bottom,0.499294
2009,29060,"Laconia, NH Micropolitan Statistical Area",0,,Employment Rate,bottom,0.696179
2009,29100,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",0,,Employment Rate,bottom,0.718284
2009,29180,"Lafayette, LA Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.577841
2009,29200,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",0,,Employment Rate,bottom,0.488241
2009,29260,"La Grande, OR Micropolitan Statistical Area",0,,Employment Rate,bottom,0.639907
2009,29300,"LaGrange, GA-AL Micropolitan Statistical Area",0,,Employment Rate,bottom,0.529752
2009,29340,"Lake Charles, LA Metropolitan Statistical Area",0,,Employment Rate,bottom,0.555434
2009,29380,"Lake City, FL Micropolitan Statistical Area",0,,Employment Rate,bottom,0.341976
2009,29420,"Lake Havasu City-Kingman, AZ Metropolitan Statistical Area",0,,Employment Rate,bottom,0.482515
2009,29460,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",1,Large,Employment Rate,bottom,0.563044
2009,29500,"Lamesa, TX Micropolitan Statistical Area",0,,Employment Rate,bottom,
2009,29540,"Lancaster, PA Metropolitan Statistical Area",1,Large,Employment Rate,bottom,0.644977
2009,29620,"Lansing-East Lansing, MI Metropolitan Statistical Area",1,Large,Employment Rate,bottom,0.579459
2009,29660,"Laramie, WY Micropolitan Statistical Area",0,,Employment Rate,bottom,0.637246
2009,29700,"Laredo, TX Metropolitan Statistical Area",1,Midsized,Employment Rate,bottom,0.545333
2009,29740,"Las Cruces, NM Metropolitan Statistical Area",0,,Employment Rate,bottom,0.567077
2009,29780,"Las Vegas, NM Micropolitan Statistical Area",0,,Employment Rate,bottom,0.4125
2009,29820,"Las Vegas-Henderson-Paradise, NV Metropolitan Statistical Area",1,Very Large,Employment Rate,bottom,0.585832
2009,29860,"Laurel, MS Micropolitan Statistical Area",0,,Employment Rate,bottom,0.522381
2009,29900,"Laurinburg, NC Micropolitan Statistical Area",0,,Employment Rate,bottom,0.469381
2009,29940,"Lawrence, KS Metropolitan Statistical Area",0,,Employment Rate,bottom,0.626808
2009,29980,"Lawrenceburg, TN Micropolitan Statistical Area",0,,Employment Rate,bottom,0.619165
2009,30020,"Lawton, OK Metropolitan Statistical Area",0,,Employment Rate,bottom,0.449529
2009,30060,"Lebanon, MO Micropolitan Statistical Area",0,,Employment Rate,bottom,0.606293
