year,cbsa,cbsa_name,indicator,value,topmetro,metrosize,overallrank,sizerank
2018-2019,17020,"Chico, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.080305703,0,,,
2009-2019,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.072276272,1,Very Large,61,20
2014-2019,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.16539574,1,Very Large,74,20
2018-2019,17140,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.02345706,1,Very Large,110,33
2009-2019,17300,"Clarksville, TN-KY Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.11979903,1,Midsized,44,22
2014-2019,17300,"Clarksville, TN-KY Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.085540332,1,Midsized,125,53
2018-2019,17300,"Clarksville, TN-KY Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.068304375,1,Midsized,49,26
2009-2019,17420,"Cleveland, TN Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.046217158,0,,,
2014-2019,17420,"Cleveland, TN Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.20400728,0,,,
2018-2019,17420,"Cleveland, TN Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.072007783,0,,,
2009-2019,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.022052266,1,Very Large,85,30
2014-2019,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.020094944,1,Very Large,153,49
2018-2019,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.035810634,1,Very Large,93,23
2009-2019,17660,"Coeur d'Alene, ID Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.13280721,0,,,
2014-2019,17660,"Coeur d'Alene, ID Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.40441847,0,,,
2018-2019,17660,"Coeur d'Alene, ID Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.061551202,0,,,
2009-2019,17780,"College Station-Bryan, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.54552263,1,Midsized,1,1
2014-2019,17780,"College Station-Bryan, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.67664808,1,Midsized,1,1
2018-2019,17780,"College Station-Bryan, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.058004979,1,Midsized,59,33
2009-2019,17820,"Colorado Springs, CO Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.28754637,1,Large,8,1
2014-2019,17820,"Colorado Springs, CO Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.46914545,1,Large,6,2
2018-2019,17820,"Colorado Springs, CO Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.1371278,1,Large,7,2
2009-2019,17860,"Columbia, MO Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.11879367,0,,,
2014-2019,17860,"Columbia, MO Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.070477173,0,,,
2018-2019,17860,"Columbia, MO Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.11237343,0,,,
2009-2019,17900,"Columbia, SC Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.029768009,1,Large,119,34
2014-2019,17900,"Columbia, SC Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.28235644,1,Large,21,8
2018-2019,17900,"Columbia, SC Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.041481785,1,Large,89,25
2009-2019,17980,"Columbus, GA-AL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.21546498,1,Midsized,170,71
2014-2019,17980,"Columbus, GA-AL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.056923851,1,Midsized,142,58
2018-2019,17980,"Columbus, GA-AL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.08529032,1,Midsized,36,21
2009-2019,18020,"Columbus, IN Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.18632416,0,,,
2014-2019,18020,"Columbus, IN Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.11595912,0,,,
2018-2019,18020,"Columbus, IN Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.098235764,0,,,
2009-2019,18140,"Columbus, OH Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.042189945,1,Very Large,70,25
2014-2019,18140,"Columbus, OH Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.037439972,1,Very Large,148,46
2018-2019,18140,"Columbus, OH Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.005614927,1,Very Large,147,47
2009-2019,18580,"Corpus Christi, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.056599565,1,Midsized,128,49
2014-2019,18580,"Corpus Christi, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.066490091,1,Midsized,175,73
2018-2019,18580,"Corpus Christi, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.058565889,1,Midsized,58,32
2009-2019,18700,"Corvallis, OR Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.18787277,0,,,
2014-2019,18700,"Corvallis, OR Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.18944924,0,,,
2018-2019,18700,"Corvallis, OR Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.0041666669,0,,,
2009-2019,18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.50442106,1,Midsized,2,2
2014-2019,18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.12810798,1,Midsized,99,45
2018-2019,18880,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.088831328,1,Midsized,34,20
2009-2019,19060,"Cumberland, MD-WV Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.061804224,0,,,
2014-2019,19060,"Cumberland, MD-WV Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.18154635,0,,,
2018-2019,19060,"Cumberland, MD-WV Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.005393743,0,,,
2009-2019,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.087766483,1,Very Large,54,16
2014-2019,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.080043644,1,Very Large,131,37
2018-2019,19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.024978371,1,Very Large,105,30
2009-2019,19140,"Dalton, GA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.13730112,0,,,
2014-2019,19140,"Dalton, GA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.096668035,0,,,
2018-2019,19140,"Dalton, GA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.10047607,0,,,
2009-2019,19180,"Danville, IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.33467472,0,,,
2014-2019,19180,"Danville, IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.007007007,0,,,
2018-2019,19180,"Danville, IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.10550045,0,,,
2009-2019,19300,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.0065744729,0,,,
2014-2019,19300,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.15264797,0,,,
2018-2019,19300,"Daphne-Fairhope-Foley, AL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.020103389,0,,,
2009-2019,19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.20872229,1,Midsized,167,68
2014-2019,19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.0096780201,1,Midsized,157,64
2018-2019,19340,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.049932264,1,Midsized,76,40
2009-2019,19430,"Dayton-Kettering, OH Metropolitan Statistical Area ",Percent Change in Employment at firms 0-5 years old,-.050335027,1,Large,125,37
2014-2019,19430,"Dayton-Kettering, OH Metropolitan Statistical Area ",Percent Change in Employment at firms 0-5 years old,.047366779,1,Large,145,42
2018-2019,19430,"Dayton-Kettering, OH Metropolitan Statistical Area ",Percent Change in Employment at firms 0-5 years old,.024382809,1,Large,107,30
2009-2019,19460,"Decatur, AL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.35004508,0,,,
2014-2019,19460,"Decatur, AL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.13490158,0,,,
2018-2019,19460,"Decatur, AL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.023306234,0,,,
2009-2019,19500,"Decatur, IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.28009534,0,,,
2014-2019,19500,"Decatur, IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.38571066,0,,,
2018-2019,19500,"Decatur, IL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.15168539,0,,,
2009-2019,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.00069835299,1,Large,103,28
2014-2019,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.15253596,1,Large,86,25
2018-2019,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.052768055,1,Large,71,22
2009-2019,19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.23683155,1,Very Large,11,3
2014-2019,19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.26353395,1,Very Large,27,4
2018-2019,19740,"Denver-Aurora-Lakewood, CO Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.023238339,1,Very Large,111,34
2009-2019,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.056615267,1,Large,66,17
2014-2019,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.19158436,1,Large,59,18
2018-2019,19780,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.010486455,1,Large,129,36
2009-2019,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.011096522,1,Very Large,93,33
2014-2019,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.089443959,1,Very Large,121,34
2018-2019,19820,"Detroit-Warren-Dearborn, MI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.034080584,1,Very Large,96,25
2009-2019,20020,"Dothan, AL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.24612546,0,,,
2014-2019,20020,"Dothan, AL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.087131366,0,,,
2018-2019,20020,"Dothan, AL Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.09309791,0,,,
2009-2019,20100,"Dover, DE Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.11407316,0,,,
2014-2019,20100,"Dover, DE Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.28235015,0,,,
2018-2019,20100,"Dover, DE Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.011065266,0,,,
2009-2019,20220,"Dubuque, IA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.14627285,0,,,
2014-2019,20220,"Dubuque, IA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.072817251,0,,,
2018-2019,20220,"Dubuque, IA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.12449055,0,,,
2009-2019,20260,"Duluth, MN-WI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.22419092,1,Midsized,172,73
2014-2019,20260,"Duluth, MN-WI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.12506555,1,Midsized,101,47
2018-2019,20260,"Duluth, MN-WI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.11919666,1,Midsized,19,13
2009-2019,20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.025874536,1,Large,82,22
2014-2019,20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.14336121,1,Large,91,26
2018-2019,20500,"Durham-Chapel Hill, NC Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.034120012,1,Large,95,27
2009-2019,20700,"East Stroudsburg, PA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.11418685,0,,,
2014-2019,20700,"East Stroudsburg, PA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.4030892,0,,,
2018-2019,20700,"East Stroudsburg, PA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.015689811,0,,,
2009-2019,20740,"Eau Claire, WI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.034440152,0,,,
2014-2019,20740,"Eau Claire, WI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.084169634,0,,,
2018-2019,20740,"Eau Claire, WI Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.12533602,0,,,
2009-2019,20940,"El Centro, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.037209764,0,,,
2014-2019,20940,"El Centro, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.23772489,0,,,
2018-2019,20940,"El Centro, CA Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.046669286,0,,,
2009-2019,21060,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,.029139815,0,,,
2014-2019,21060,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",Percent Change in Employment at firms 0-5 years old,-.22657402,0,,,
