year,cbsa,cbsaname,education,indicator,value,topmetro,metrosize,overallrank,sizerank
2009-2019,14180,"Blytheville, AR",Total,Change in Median Earnings Gap,-5421.7598,0,,,
2014-2019,14180,"Blytheville, AR",Total,Change in Median Earnings Gap,-4892.9902,0,,,
2018-2019,14180,"Blytheville, AR",Total,Change in Median Earnings Gap,4470.7598,0,,,
2009-2019,14220,"Bogalusa, LA",Total,Change in Median Earnings Gap,-9112.1104,0,,,
2014-2019,14220,"Bogalusa, LA",Total,Change in Median Earnings Gap,1958.49,0,,,
2018-2019,14220,"Bogalusa, LA",Total,Change in Median Earnings Gap,-10901.34,0,,,
2009-2019,14260,"Boise City, ID",Total,Change in Median Earnings Gap,-6324.1699,1,Large,8,4
2014-2019,14260,"Boise City, ID",Total,Change in Median Earnings Gap,-4711.7798,1,Large,13,6
2018-2019,14260,"Boise City, ID",Total,Change in Median Earnings Gap,-5855.8701,1,Large,10,5
2009-2019,14300,"Bonham, TX",Total,Change in Median Earnings Gap,-160.8,0,,,
2014-2019,14300,"Bonham, TX",Total,Change in Median Earnings Gap,-3490.8701,0,,,
2018-2019,14300,"Bonham, TX",Total,Change in Median Earnings Gap,-943.27002,0,,,
2009-2019,14380,"Boone, NC",Total,Change in Median Earnings Gap,-4124.2002,0,,,
2014-2019,14380,"Boone, NC",Total,Change in Median Earnings Gap,5504.6602,0,,,
2018-2019,14380,"Boone, NC",Total,Change in Median Earnings Gap,2908.5,0,,,
2009-2019,14420,"Borger, TX",Total,Change in Median Earnings Gap,3427.6499,0,,,
2014-2019,14420,"Borger, TX",Total,Change in Median Earnings Gap,2505.74,0,,,
2018-2019,14420,"Borger, TX",Total,Change in Median Earnings Gap,2135.5701,0,,,
2009-2019,14460,"Boston-Cambridge-Newton, MA-NH",Total,Change in Median Earnings Gap,3821.79,1,Very Large,166,50
2014-2019,14460,"Boston-Cambridge-Newton, MA-NH",Total,Change in Median Earnings Gap,1970.0601,1,Very Large,145,41
2018-2019,14460,"Boston-Cambridge-Newton, MA-NH",Total,Change in Median Earnings Gap,2922.03,1,Very Large,162,52
2009-2019,14500,"Boulder, CO",Total,Change in Median Earnings Gap,1973.67,1,Midsized,130,54
2014-2019,14500,"Boulder, CO",Total,Change in Median Earnings Gap,784.5,1,Midsized,114,48
2018-2019,14500,"Boulder, CO",Total,Change in Median Earnings Gap,3746.23,1,Midsized,172,69
2009-2019,14540,"Bowling Green, KY",Total,Change in Median Earnings Gap,-7843.75,0,,,
2014-2019,14540,"Bowling Green, KY",Total,Change in Median Earnings Gap,-250.05,0,,,
2018-2019,14540,"Bowling Green, KY",Total,Change in Median Earnings Gap,5727.6299,0,,,
2009-2019,14580,"Bozeman, MT",Total,Change in Median Earnings Gap,-2083.0601,0,,,
2014-2019,14580,"Bozeman, MT",Total,Change in Median Earnings Gap,11964.92,0,,,
2018-2019,14580,"Bozeman, MT",Total,Change in Median Earnings Gap,7279.9902,0,,,
2009-2019,14620,"Bradford, PA",Total,Change in Median Earnings Gap,5395.1499,0,,,
2014-2019,14620,"Bradford, PA",Total,Change in Median Earnings Gap,-4199.29,0,,,
2018-2019,14620,"Bradford, PA",Total,Change in Median Earnings Gap,13670.8,0,,,
2009-2019,14660,"Brainerd, MN",Total,Change in Median Earnings Gap,3750.25,0,,,
2014-2019,14660,"Brainerd, MN",Total,Change in Median Earnings Gap,1966.9301,0,,,
2018-2019,14660,"Brainerd, MN",Total,Change in Median Earnings Gap,-1380.4,0,,,
2009-2019,14700,"Branson, MO",Total,Change in Median Earnings Gap,-1900,0,,,
2014-2019,14700,"Branson, MO",Total,Change in Median Earnings Gap,3794.8101,0,,,
2018-2019,14700,"Branson, MO",Total,Change in Median Earnings Gap,7462.2202,0,,,
2009-2019,14720,"Breckenridge, CO",Total,Change in Median Earnings Gap,8706.3096,0,,,
2014-2019,14720,"Breckenridge, CO",Total,Change in Median Earnings Gap,1732.67,0,,,
2018-2019,14720,"Breckenridge, CO",Total,Change in Median Earnings Gap,16421.48,0,,,
2009-2019,14740,"Bremerton-Silverdale-Port Orchard, WA",Total,Change in Median Earnings Gap,-2925.8899,1,Midsized,26,13
2014-2019,14740,"Bremerton-Silverdale-Port Orchard, WA",Total,Change in Median Earnings Gap,-1597.24,1,Midsized,48,21
2018-2019,14740,"Bremerton-Silverdale-Port Orchard, WA",Total,Change in Median Earnings Gap,233.62,1,Midsized,105,41
2009-2019,14780,"Brenham, TX",Total,Change in Median Earnings Gap,-1898.91,0,,,
2014-2019,14780,"Brenham, TX",Total,Change in Median Earnings Gap,-3091.8201,0,,,
2018-2019,14780,"Brenham, TX",Total,Change in Median Earnings Gap,-162.11,0,,,
2009-2019,14820,"Brevard, NC",Total,Change in Median Earnings Gap,1483.0699,0,,,
2014-2019,14820,"Brevard, NC",Total,Change in Median Earnings Gap,-3676.45,0,,,
2018-2019,14820,"Brevard, NC",Total,Change in Median Earnings Gap,-624.09998,0,,,
2009-2019,14860,"Bridgeport-Stamford-Norwalk, CT",Total,Change in Median Earnings Gap,3689.3301,1,Large,161,47
2014-2019,14860,"Bridgeport-Stamford-Norwalk, CT",Total,Change in Median Earnings Gap,1904.63,1,Large,143,45
2018-2019,14860,"Bridgeport-Stamford-Norwalk, CT",Total,Change in Median Earnings Gap,-851.83002,1,Large,75,24
2009-2019,15020,"Brookhaven, MS",Total,Change in Median Earnings Gap,-1137.3199,0,,,
2014-2019,15020,"Brookhaven, MS",Total,Change in Median Earnings Gap,-7859.6899,0,,,
2018-2019,15020,"Brookhaven, MS",Total,Change in Median Earnings Gap,-2878.29,0,,,
2009-2019,15060,"Brookings, OR",Total,Change in Median Earnings Gap,-3372.29,0,,,
2014-2019,15060,"Brookings, OR",Total,Change in Median Earnings Gap,-4224.9199,0,,,
2018-2019,15060,"Brookings, OR",Total,Change in Median Earnings Gap,-1913.29,0,,,
2009-2019,15100,"Brookings, SD",Total,Change in Median Earnings Gap,-3320.6599,0,,,
2014-2019,15100,"Brookings, SD",Total,Change in Median Earnings Gap,4203.52,0,,,
2018-2019,15100,"Brookings, SD",Total,Change in Median Earnings Gap,728.21997,0,,,
2009-2019,15140,"Brownsville, TN",Total,Change in Median Earnings Gap,-2788.0801,0,,,
2014-2019,15140,"Brownsville, TN",Total,Change in Median Earnings Gap,-11040.3,0,,,
2018-2019,15140,"Brownsville, TN",Total,Change in Median Earnings Gap,-4583.1699,0,,,
2009-2019,15180,"Brownsville-Harlingen, TX",Total,Change in Median Earnings Gap,-11144.63,1,Midsized,2,2
2014-2019,15180,"Brownsville-Harlingen, TX",Total,Change in Median Earnings Gap,-14489.68,1,Midsized,1,1
2018-2019,15180,"Brownsville-Harlingen, TX",Total,Change in Median Earnings Gap,-12574.7,1,Midsized,2,2
2009-2019,15220,"Brownwood, TX",Total,Change in Median Earnings Gap,-2435.45,0,,,
2014-2019,15220,"Brownwood, TX",Total,Change in Median Earnings Gap,-284.35999,0,,,
2018-2019,15220,"Brownwood, TX",Total,Change in Median Earnings Gap,3454.6201,0,,,
2009-2019,15260,"Brunswick, GA",Total,Change in Median Earnings Gap,4509.5898,0,,,
2014-2019,15260,"Brunswick, GA",Total,Change in Median Earnings Gap,1879.71,0,,,
2018-2019,15260,"Brunswick, GA",Total,Change in Median Earnings Gap,-2521.3,0,,,
2009-2019,15340,"Bucyrus-Galion, OH",Total,Change in Median Earnings Gap,3276.1201,0,,,
2014-2019,15340,"Bucyrus-Galion, OH",Total,Change in Median Earnings Gap,-2901.96,0,,,
2018-2019,15340,"Bucyrus-Galion, OH",Total,Change in Median Earnings Gap,1878.29,0,,,
2009-2019,15380,"Buffalo-Cheektowaga, NY",Total,Change in Median Earnings Gap,884.23999,1,Very Large,112,26
2014-2019,15380,"Buffalo-Cheektowaga, NY",Total,Change in Median Earnings Gap,1026.8,1,Very Large,120,34
2018-2019,15380,"Buffalo-Cheektowaga, NY",Total,Change in Median Earnings Gap,-3407.6799,1,Very Large,26,2
2009-2019,15420,"Burley, ID",Total,Change in Median Earnings Gap,8880.5596,0,,,
2014-2019,15420,"Burley, ID",Total,Change in Median Earnings Gap,5137.5298,0,,,
2018-2019,15420,"Burley, ID",Total,Change in Median Earnings Gap,3855.4299,0,,,
2009-2019,15460,"Burlington, IA-IL",Total,Change in Median Earnings Gap,-1696.67,0,,,
2014-2019,15460,"Burlington, IA-IL",Total,Change in Median Earnings Gap,-10143.97,0,,,
2018-2019,15460,"Burlington, IA-IL",Total,Change in Median Earnings Gap,-3471.22,0,,,
2009-2019,15500,"Burlington, NC",Total,Change in Median Earnings Gap,-372.22,0,,,
2014-2019,15500,"Burlington, NC",Total,Change in Median Earnings Gap,5572.79,0,,,
2018-2019,15500,"Burlington, NC",Total,Change in Median Earnings Gap,4810.6099,0,,,
2009-2019,15540,"Burlington-South Burlington, VT",Total,Change in Median Earnings Gap,-15576.75,0,,,
2014-2019,15540,"Burlington-South Burlington, VT",Total,Change in Median Earnings Gap,-8903.9902,0,,,
2018-2019,15540,"Burlington-South Burlington, VT",Total,Change in Median Earnings Gap,-6032.71,0,,,
2009-2019,15580,"Butte-Silver Bow, MT",Total,Change in Median Earnings Gap,-6190.8198,0,,,
2014-2019,15580,"Butte-Silver Bow, MT",Total,Change in Median Earnings Gap,-13929.4,0,,,
2018-2019,15580,"Butte-Silver Bow, MT",Total,Change in Median Earnings Gap,-466.37,0,,,
2009-2019,15620,"Cadillac, MI",Total,Change in Median Earnings Gap,2582.29,0,,,
2014-2019,15620,"Cadillac, MI",Total,Change in Median Earnings Gap,-2045.84,0,,,
2018-2019,15620,"Cadillac, MI",Total,Change in Median Earnings Gap,-741.12,0,,,
2009-2019,15660,"Calhoun, GA",Total,Change in Median Earnings Gap,-7257.96,0,,,
2014-2019,15660,"Calhoun, GA",Total,Change in Median Earnings Gap,-2846.95,0,,,
2018-2019,15660,"Calhoun, GA",Total,Change in Median Earnings Gap,-2227.9099,0,,,
2009-2019,15680,"California-Lexington Park, MD",Total,Change in Median Earnings Gap,9264.0703,0,,,
2014-2019,15680,"California-Lexington Park, MD",Total,Change in Median Earnings Gap,9398.6699,0,,,
2018-2019,15680,"California-Lexington Park, MD",Total,Change in Median Earnings Gap,6478.8501,0,,,
2009-2019,15700,"Cambridge, MD",Total,Change in Median Earnings Gap,6960.4502,0,,,
2014-2019,15700,"Cambridge, MD",Total,Change in Median Earnings Gap,3307.9299,0,,,
2018-2019,15700,"Cambridge, MD",Total,Change in Median Earnings Gap,1447.2,0,,,
2009-2019,15740,"Cambridge, OH",Total,Change in Median Earnings Gap,3519.77,0,,,
2014-2019,15740,"Cambridge, OH",Total,Change in Median Earnings Gap,-7424.8301,0,,,
2018-2019,15740,"Cambridge, OH",Total,Change in Median Earnings Gap,-10226.84,0,,,
2009-2019,15780,"Camden, AR",Total,Change in Median Earnings Gap,-6026.5898,0,,,
2014-2019,15780,"Camden, AR",Total,Change in Median Earnings Gap,-8792.0703,0,,,
2018-2019,15780,"Camden, AR",Total,Change in Median Earnings Gap,-14106.7,0,,,
2009-2019,15820,"Campbellsville, KY",Total,Change in Median Earnings Gap,-7414.9199,0,,,
2014-2019,15820,"Campbellsville, KY",Total,Change in Median Earnings Gap,2938.8201,0,,,
2018-2019,15820,"Campbellsville, KY",Total,Change in Median Earnings Gap,3665.3401,0,,,
2009-2019,15940,"Canton-Massillon, OH",Total,Change in Median Earnings Gap,-2207.6899,1,Midsized,39,22
2014-2019,15940,"Canton-Massillon, OH",Total,Change in Median Earnings Gap,-141.57001,1,Midsized,89,35
2018-2019,15940,"Canton-Massillon, OH",Total,Change in Median Earnings Gap,-4636.54,1,Midsized,14,9
2009-2019,15980,"Cape Coral-Fort Myers, FL",Total,Change in Median Earnings Gap,-3135.72,1,Large,24,11
2014-2019,15980,"Cape Coral-Fort Myers, FL",Total,Change in Median Earnings Gap,-375.79001,1,Large,83,27
2018-2019,15980,"Cape Coral-Fort Myers, FL",Total,Change in Median Earnings Gap,-1237.41,1,Large,68,23
2009-2019,16020,"Cape Girardeau, MO-IL",Total,Change in Median Earnings Gap,-1115.3199,0,,,
2014-2019,16020,"Cape Girardeau, MO-IL",Total,Change in Median Earnings Gap,4949.9102,0,,,
2018-2019,16020,"Cape Girardeau, MO-IL",Total,Change in Median Earnings Gap,-6266.6401,0,,,
2009-2019,16060,"Carbondale-Marion, IL",Total,Change in Median Earnings Gap,1906.8,0,,,
2014-2019,16060,"Carbondale-Marion, IL",Total,Change in Median Earnings Gap,727.78003,0,,,
2018-2019,16060,"Carbondale-Marion, IL",Total,Change in Median Earnings Gap,3589.21,0,,,
2009-2019,16100,"Carlsbad-Artesia, NM",Total,Change in Median Earnings Gap,-183.95,0,,,
2014-2019,16100,"Carlsbad-Artesia, NM",Total,Change in Median Earnings Gap,-329.01999,0,,,
2018-2019,16100,"Carlsbad-Artesia, NM",Total,Change in Median Earnings Gap,525.77002,0,,,
2009-2019,16140,"Carroll, IA",Total,Change in Median Earnings Gap,5498.21,0,,,
2014-2019,16140,"Carroll, IA",Total,Change in Median Earnings Gap,3591.3999,0,,,
2018-2019,16140,"Carroll, IA",Total,Change in Median Earnings Gap,6989.5498,0,,,
2009-2019,16180,"Carson City, NV",Total,Change in Median Earnings Gap,711.54999,0,,,
2014-2019,16180,"Carson City, NV",Total,Change in Median Earnings Gap,427.92999,0,,,
2018-2019,16180,"Carson City, NV",Total,Change in Median Earnings Gap,2611.1101,0,,,
2009-2019,16220,"Casper, WY",Total,Change in Median Earnings Gap,2137.6399,0,,,
2014-2019,16220,"Casper, WY",Total,Change in Median Earnings Gap,4021.55,0,,,
2018-2019,16220,"Casper, WY",Total,Change in Median Earnings Gap,7905.73,0,,,
2009-2019,15860,"Cañon City, CO",Total,Change in Median Earnings Gap,-6475.8198,0,,,
2014-2019,15860,"Cañon City, CO",Total,Change in Median Earnings Gap,-5232.9902,0,,,
2018-2019,15860,"Cañon City, CO",Total,Change in Median Earnings Gap,-228.91,0,,,
2009-2019,16260,"Cedar City, UT",Total,Change in Median Earnings Gap,-865.33002,0,,,
2014-2019,16260,"Cedar City, UT",Total,Change in Median Earnings Gap,-4902.5601,0,,,
2018-2019,16260,"Cedar City, UT",Total,Change in Median Earnings Gap,-423.06,0,,,
2009-2019,16300,"Cedar Rapids, IA",Total,Change in Median Earnings Gap,11649.22,1,Midsized,192,82
2014-2019,16300,"Cedar Rapids, IA",Total,Change in Median Earnings Gap,5333.3701,1,Midsized,182,75
2018-2019,16300,"Cedar Rapids, IA",Total,Change in Median Earnings Gap,4126.48,1,Midsized,174,71
2009-2019,16340,"Cedartown, GA",Total,Change in Median Earnings Gap,-7838.5098,0,,,
2014-2019,16340,"Cedartown, GA",Total,Change in Median Earnings Gap,-8008.8101,0,,,
2018-2019,16340,"Cedartown, GA",Total,Change in Median Earnings Gap,-2156.8201,0,,,
2009-2019,16380,"Celina, OH",Total,Change in Median Earnings Gap,795.56,0,,,
2014-2019,16380,"Celina, OH",Total,Change in Median Earnings Gap,8405.9805,0,,,
2018-2019,16380,"Celina, OH",Total,Change in Median Earnings Gap,-9250.6904,0,,,
2009-2019,16420,"Central City, KY",Total,Change in Median Earnings Gap,-6984.25,0,,,
2014-2019,16420,"Central City, KY",Total,Change in Median Earnings Gap,971.52002,0,,,
2018-2019,16420,"Central City, KY",Total,Change in Median Earnings Gap,-1196.51,0,,,
2009-2019,16460,"Centralia, IL",Total,Change in Median Earnings Gap,431.47,0,,,
2014-2019,16460,"Centralia, IL",Total,Change in Median Earnings Gap,-5728.4902,0,,,
2018-2019,16460,"Centralia, IL",Total,Change in Median Earnings Gap,2620.76,0,,,
2009-2019,16500,"Centralia, WA",Total,Change in Median Earnings Gap,11741.26,0,,,
2014-2019,16500,"Centralia, WA",Total,Change in Median Earnings Gap,2677.8,0,,,
2018-2019,16500,"Centralia, WA",Total,Change in Median Earnings Gap,2244.51,0,,,
2009-2019,16540,"Chambersburg-Waynesboro, PA",Total,Change in Median Earnings Gap,-1683.1,0,,,
2014-2019,16540,"Chambersburg-Waynesboro, PA",Total,Change in Median Earnings Gap,-2769.3899,0,,,
2018-2019,16540,"Chambersburg-Waynesboro, PA",Total,Change in Median Earnings Gap,-3519.8,0,,,
2009-2019,16580,"Champaign-Urbana, IL",Total,Change in Median Earnings Gap,6639.1299,0,,,
2014-2019,16580,"Champaign-Urbana, IL",Total,Change in Median Earnings Gap,659.51001,0,,,
2018-2019,16580,"Champaign-Urbana, IL",Total,Change in Median Earnings Gap,2159.52,0,,,
2009-2019,16620,"Charleston, WV",Total,Change in Median Earnings Gap,-4207.9702,1,Midsized,18,9
2014-2019,16620,"Charleston, WV",Total,Change in Median Earnings Gap,-2842.25,1,Midsized,31,14
2018-2019,16620,"Charleston, WV",Total,Change in Median Earnings Gap,-4379.6899,1,Midsized,17,11
2009-2019,16660,"Charleston-Mattoon, IL",Total,Change in Median Earnings Gap,5874.2402,0,,,
2014-2019,16660,"Charleston-Mattoon, IL",Total,Change in Median Earnings Gap,12319.81,0,,,
2018-2019,16660,"Charleston-Mattoon, IL",Total,Change in Median Earnings Gap,14501.02,0,,,
2009-2019,16700,"Charleston-North Charleston, SC",Total,Change in Median Earnings Gap,3882.3999,1,Large,167,48
2014-2019,16700,"Charleston-North Charleston, SC",Total,Change in Median Earnings Gap,-745.15002,1,Large,69,23
2018-2019,16700,"Charleston-North Charleston, SC",Total,Change in Median Earnings Gap,-1901.04,1,Large,57,18
2009-2019,16740,"Charlotte-Concord-Gastonia, NC-SC",Total,Change in Median Earnings Gap,934.22998,1,Very Large,114,28
2014-2019,16740,"Charlotte-Concord-Gastonia, NC-SC",Total,Change in Median Earnings Gap,463.95999,1,Very Large,106,29
2018-2019,16740,"Charlotte-Concord-Gastonia, NC-SC",Total,Change in Median Earnings Gap,2533.51,1,Very Large,157,50
2009-2019,16820,"Charlottesville, VA",Total,Change in Median Earnings Gap,12505.62,0,,,
2014-2019,16820,"Charlottesville, VA",Total,Change in Median Earnings Gap,15046.24,0,,,
2018-2019,16820,"Charlottesville, VA",Total,Change in Median Earnings Gap,84.449997,0,,,
2009-2019,16860,"Chattanooga, TN-GA",Total,Change in Median Earnings Gap,-3340.54,1,Large,23,10
2014-2019,16860,"Chattanooga, TN-GA",Total,Change in Median Earnings Gap,-1320.15,1,Large,55,19
2018-2019,16860,"Chattanooga, TN-GA",Total,Change in Median Earnings Gap,-524.23999,1,Large,84,31
2009-2019,16940,"Cheyenne, WY",Total,Change in Median Earnings Gap,1363.6801,0,,,
2014-2019,16940,"Cheyenne, WY",Total,Change in Median Earnings Gap,-1179.74,0,,,
2018-2019,16940,"Cheyenne, WY",Total,Change in Median Earnings Gap,3665.6499,0,,,
2009-2019,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Total,Change in Median Earnings Gap,963.08002,1,Very Large,115,29
2014-2019,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Total,Change in Median Earnings Gap,2619.4299,1,Very Large,155,49
2018-2019,16980,"Chicago-Naperville-Elgin, IL-IN-WI",Total,Change in Median Earnings Gap,-2447.9099,1,Very Large,45,9
2009-2019,17020,"Chico, CA",Total,Change in Median Earnings Gap,1560.74,0,,,
2014-2019,17020,"Chico, CA",Total,Change in Median Earnings Gap,1759.3,0,,,
2018-2019,17020,"Chico, CA",Total,Change in Median Earnings Gap,-801.15002,0,,,
2009-2019,17060,"Chillicothe, OH",Total,Change in Median Earnings Gap,-5823.3501,0,,,
2014-2019,17060,"Chillicothe, OH",Total,Change in Median Earnings Gap,-9491.75,0,,,
2018-2019,17060,"Chillicothe, OH",Total,Change in Median Earnings Gap,-17290.07,0,,,
2009-2019,17140,"Cincinnati, OH-KY-IN",Total,Change in Median Earnings Gap,2433.5701,1,Very Large,140,39
2014-2019,17140,"Cincinnati, OH-KY-IN",Total,Change in Median Earnings Gap,-1498.9,1,Very Large,52,11
2018-2019,17140,"Cincinnati, OH-KY-IN",Total,Change in Median Earnings Gap,582.12,1,Very Large,113,35
2009-2019,17220,"Clarksburg, WV",Total,Change in Median Earnings Gap,-403.97,0,,,
2014-2019,17220,"Clarksburg, WV",Total,Change in Median Earnings Gap,8753.9297,0,,,
2018-2019,17220,"Clarksburg, WV",Total,Change in Median Earnings Gap,-3895.75,0,,,
2009-2019,17260,"Clarksdale, MS",Total,Change in Median Earnings Gap,5621.21,0,,,
2014-2019,17260,"Clarksdale, MS",Total,Change in Median Earnings Gap,-660.88,0,,,
2018-2019,17260,"Clarksdale, MS",Total,Change in Median Earnings Gap,-2713.97,0,,,
2009-2019,17300,"Clarksville, TN-KY",Total,Change in Median Earnings Gap,-2150.99,1,Midsized,40,23
2014-2019,17300,"Clarksville, TN-KY",Total,Change in Median Earnings Gap,-1616.86,1,Midsized,47,20
2018-2019,17300,"Clarksville, TN-KY",Total,Change in Median Earnings Gap,-4795.8101,1,Midsized,13,8
2009-2019,17340,"Clearlake, CA",Total,Change in Median Earnings Gap,1828.12,0,,,
2014-2019,17340,"Clearlake, CA",Total,Change in Median Earnings Gap,4850.1299,0,,,
2018-2019,17340,"Clearlake, CA",Total,Change in Median Earnings Gap,-8075.9702,0,,,
2009-2019,17380,"Cleveland, MS",Total,Change in Median Earnings Gap,-5518.5801,0,,,
2014-2019,17380,"Cleveland, MS",Total,Change in Median Earnings Gap,-449.42999,0,,,
2018-2019,17380,"Cleveland, MS",Total,Change in Median Earnings Gap,-8003.1699,0,,,
2009-2019,17420,"Cleveland, TN",Total,Change in Median Earnings Gap,-7911.8901,0,,,
2014-2019,17420,"Cleveland, TN",Total,Change in Median Earnings Gap,-11571.34,0,,,
2018-2019,17420,"Cleveland, TN",Total,Change in Median Earnings Gap,-808.60999,0,,,
2009-2019,17460,"Cleveland-Elyria, OH",Total,Change in Median Earnings Gap,1709.55,1,Very Large,127,33
2014-2019,17460,"Cleveland-Elyria, OH",Total,Change in Median Earnings Gap,-2945.3301,1,Very Large,29,3
